species	gene	accession	length_aa	description
Apis_florea	Rpb5	XP_003690105.1	210	XP_003690105.1 DNA-directed RNA polymerases I, II, and III subunit Rpb5 [Apis florea]
Apis_florea	Rpb7	XP_012349083.1	173	XP_012349083.1 DNA-directed RNA polymerase II subunit RPB7 [Apis florea]
Apis_florea	Rpb8	XP_086761028.1	181	XP_086761028.1 DNA-directed RNA polymerases I, II, and III subunit Rpb8 isoform X3 [Apis florea]
Apis_florea	Rpe	XP_003691126.1	225	XP_003691126.1 ribulose-phosphate 3-epimerase [Apis florea]
Apis_florea	Rpi	XP_003696066.1	237	XP_003696066.1 ribose-5-phosphate isomerase [Apis florea]
Apis_florea	Rpn1	XP_003691816.4	892	XP_003691816.4 regulatory particle non-ATPase 1 [Apis florea]
Apis_florea	Rpn10	XP_003692079.1	401	XP_003692079.1 regulatory particle non-ATPase 10 [Apis florea]
Apis_florea	Rpn11	XP_012350407.1	311	XP_012350407.1 regulatory particle non-ATPase 11 [Apis florea]
Apis_florea	Rpn12	XP_003691898.1	266	XP_003691898.1 regulatory particle non-ATPase 12 isoform X1 [Apis florea]
Apis_florea	Rpn13	XP_003695069.4	398	XP_003695069.4 regulatory particle non-ATPase 13 isoform X1 [Apis florea]
Apis_florea	Rpn2	XP_086766591.1	368	XP_086766591.1 regulatory particle non-ATPase 2 [Apis florea]
Apis_florea	Rpn3	XP_003689802.1	495	XP_003689802.1 regulatory particle non-ATPase 3 [Apis florea]
Apis_florea	Rpn5	XP_012348613.3	439	XP_012348613.3 regulatory particle non-ATPase 5 [Apis florea]
Apis_florea	Rpn6	XP_003695146.1	423	XP_003695146.1 regulatory particle non-ATPase 6 [Apis florea]
Apis_florea	Rpn7	XP_003696943.1	389	XP_003696943.1 regulatory particle non-ATPase 7 [Apis florea]
Apis_florea	Rpn8	XP_003690861.4	342	XP_003690861.4 regulatory particle non-ATPase 8 [Apis florea]
Apis_florea	Rpn9	XP_003698247.1	385	XP_003698247.1 regulatory particle non-ATPase 9 [Apis florea]
Apis_florea	Rpp20	XP_012350916.2	155	XP_012350916.2 ribonuclease P protein subunit p20 [Apis florea]
Apis_florea	Rpp21	XP_012340918.3	150	XP_012340918.3 ribonuclease P protein subunit Rpp21 [Apis florea]
Apis_florea	Rpp25	XP_031775946.2	250	XP_031775946.2 ribonuclease P protein subunit Rpp25 isoform X1 [Apis florea]
Apis_florea	Rpp30	XP_012340252.3	268	XP_012340252.3 ribonuclease P protein subunit Rpp30 [Apis florea]
Apis_florea	Rps14	XP_031776360.1	151	XP_031776360.1 ribosomal protein S14 [Apis florea]
Apis_florea	Rpt1	XP_086768805.1	434	XP_086768805.1 26S proteasome regulatory subunit Rpt1 [Apis florea]
Apis_florea	Rpt2	XP_003696714.1	440	XP_003696714.1 26S proteasome regulatory subunit Rpt2 [Apis florea]
Apis_florea	Rpt3	XP_012346285.1	415	XP_012346285.1 26S proteasome regulatory subunit Rpt3 [Apis florea]
Apis_florea	Rpt4	XP_012344640.1	393	XP_012344640.1 regulatory particle triple-A ATPase 4 [Apis florea]
Apis_florea	Rpt5	XP_003697522.1	428	XP_003697522.1 26S proteasome regulatory subunit Rpt5 [Apis florea]
Apis_florea	Rpt6	XP_012348837.1	405	XP_012348837.1 26S proteasome regulatory subunit Rpt6 [Apis florea]
Apis_florea	Rrp1	XP_086766706.1	336	XP_086766706.1 recombination repair protein 1 isoform X1 [Apis florea]
Apis_florea	Rrp40	XP_003698781.1	241	XP_003698781.1 exosome complex component Rrp40 [Apis florea]
Apis_florea	Rrp42	XP_086768034.1	290	XP_086768034.1 exosome complex component Rrp42 [Apis florea]
Apis_florea	Rrp45	XP_003696390.2	411	XP_003696390.2 exosome complex component Rrp45 isoform X1 [Apis florea]
Apis_florea	Rrp46	XP_003696793.2	223	XP_003696793.2 exosome complex component Rrp46 [Apis florea]
Apis_florea	Rrp5	XP_086762111.1	434	XP_086762111.1 ribosomal RNA Processing 5 [Apis florea]
Apis_florea	Rrp6	XP_086772249.1	877	XP_086772249.1 exosome component Rrp6 [Apis florea]
Apis_florea	Rs1	XP_003691517.4	739	XP_003691517.4 dead-box helicase Rs1 [Apis florea]
Apis_florea	Rsf1	XP_031774482.1	201	XP_031774482.1 repressor splicing factor 1 [Apis florea]
Apis_florea	Rsod	XP_086767150.1	1123	XP_086767150.1 superoxide dismutase family protein Rsod [Apis florea]
Apis_florea	Rsph3	XP_031771696.1	586	XP_031771696.1 radial spoke head protein 3 [Apis florea]
Apis_florea	Rsph4a	XP_031774159.2	576	XP_031774159.2 radial spoke head protein 4a [Apis florea]
Apis_florea	Rsph9	XP_003689920.1	279	XP_003689920.1 radial spoke head protein 9 [Apis florea]
Apis_florea	RtGEF	XP_012348219.2	604	XP_012348219.2 rho-type guanine nucleotide exchange factor [Apis florea]
Apis_florea	Rtc1	XP_012342828.3	374	XP_012342828.3 RNA terminal phosphate cyclase 1 isoform X1 [Apis florea]
Apis_florea	RtcB	XP_003698805.2	506	XP_003698805.2 rtcB RNA ligase [Apis florea]
Apis_florea	Rtca	XP_012350923.1	378	XP_012350923.1 RNA 3'-terminal phosphate cyclase [Apis florea]
Apis_florea	Rtel1	XP_031776031.2	996	XP_031776031.2 regulator of telomere elongation helicase 1 [Apis florea]
Apis_florea	Rtf1	XP_003696824.1	695	XP_003696824.1 RNA polymerase-associated protein Rtf1 [Apis florea]
Apis_florea	Rtnl1	XP_012348282.1	445	XP_012348282.1 reticulon isoform X1 [Apis florea]
Apis_florea	Rubicon	XP_031771318.1	948	XP_031771318.1 run domain Beclin-1-interacting and cysteine-rich domain-containing protein rubicon isoform X1 [Apis florea]
Apis_florea	RyR	XP_086762568.1	5144	XP_086762568.1 ryanodine receptor isoform X1 [Apis florea]
Apis_florea	S1P	XP_003696264.2	1119	XP_003696264.2 membrane-bound transcription factor site-1 protease [Apis florea]
Apis_florea	S2P	XP_003691350.1	496	XP_003691350.1 membrane-bound transcription factor site-2 protease [Apis florea]
Apis_florea	S6KL	XP_086765710.1	415	XP_086765710.1 ribosomal protein S6 kinase like isoform X1 [Apis florea]
Apis_florea	SA1	XP_086773100.1	1230	XP_086773100.1 stromal antigen isoform X1 [Apis florea]
Apis_florea	SAK	XP_003697059.3	773	XP_003697059.3 polo like kinase SAK isoform X1 [Apis florea]
Apis_florea	SC35	XP_003695032.1	176	XP_003695032.1 SR family splicing factor SC35 [Apis florea]
Apis_florea	SCAP	XP_031772722.2	1328	XP_031772722.2 SREBP cleavage activating protein [Apis florea]
Apis_florea	SCAR	XP_086764374.1	600	XP_086764374.1 wiskott-Aldrich syndrome protein family member 3 SCAR isoform X1 [Apis florea]
Apis_florea	SCCRO	XP_003689597.2	254	XP_003689597.2 defective in cullin neddylation 1 domain containing SCCRO isoform X1 [Apis florea]
Apis_florea	SCCRO3	XP_086768626.1	326	XP_086768626.1 defective in cullin neddylation 1 domain containing SCCRO3 [Apis florea]
Apis_florea	SCCRO4	XP_012347155.2	261	XP_012347155.2 DCN1-like protein SCCRO4 [Apis florea]
Apis_florea	SCOT	XP_003694233.3	541	XP_003694233.3 succinyl-CoA:3-ketoacid CoA transferase [Apis florea]
Apis_florea	SCaMC	XP_003693551.1	476	XP_003693551.1 short Calcium-binding Mitochondrial Carrier isoform X1 [Apis florea]
Apis_florea	SERCA	XP_086763869.1	1020	XP_086763869.1 ATPase sarcoplasmic/endoplasmic reticulum Ca2+ transporting SERCA isoform X1 [Apis florea]
Apis_florea	SF1	XP_003696564.1	615	XP_003696564.1 splicing factor 1 isoform X1 [Apis florea]
Apis_florea	SF2	XP_012345137.2	248	XP_012345137.2 splicing factor 2 [Apis florea]
Apis_florea	SH3PX1	XP_086764117.1	561	XP_086764117.1 sorting nexin 33-like protein SH3PX1 isoform X1 [Apis florea]
Apis_florea	SIDL	XP_003694919.2	1182	XP_003694919.2 SIDL trafficking protein particle complex subunit 10 [Apis florea]
Apis_florea	SIFR	XP_003696184.2	486	XP_003696184.2 SIFamide receptor [Apis florea]
Apis_florea	SIFa	XP_003692663.1	73	XP_003692663.1 neuropeptide SIFamide [Apis florea]
Apis_florea	SK	XP_012339940.1	486	XP_012339940.1 small conductance calcium-activated potassium channel [Apis florea]
Apis_florea	SMC1	XP_012343338.3	1230	XP_012343338.3 structural maintenance of chromosomes 1 [Apis florea]
Apis_florea	SMC2	XP_086766563.1	1177	XP_086766563.1 structural maintenance of chromosomes 2 [Apis florea]
Apis_florea	SMC3	XP_086773236.1	1207	XP_086773236.1 structural maintenance of chromosomes 3 isoform X1 [Apis florea]
Apis_florea	SMC5	XP_003694551.1	1050	XP_003694551.1 structural maintenance of chromosomes 5 isoform X1 [Apis florea]
Apis_florea	SMC6	XP_012348416.2	1071	XP_012348416.2 structural maintenance of chromosomes 6 [Apis florea]
Apis_florea	SMSr	XP_003697128.1	442	XP_003697128.1 sphingomyelin synthase related [Apis florea]
Apis_florea	SNF4Agamma	XP_086767069.1	1122	XP_086767069.1 SNF4/AMP-activated protein kinase gamma subunit [Apis florea]
Apis_florea	SNRPG	XP_012339704.2	76	XP_012339704.2 small nuclear ribonucleoprotein G [Apis florea]
Apis_florea	SP34	XP_086769142.1	413	XP_086769142.1 serine protease 34 [Apis florea]
Apis_florea	SPARC	XP_031771868.1	307	XP_031771868.1 secreted protein, acidic, cysteine-rich isoform X1 [Apis florea]
Apis_florea	SPG11	XP_012351050.2	1792	XP_012351050.2 spatacsin [Apis florea]
Apis_florea	SPoCk	XP_012347690.1	944	XP_012347690.1 secretory pathway calcium atpase isoform X1 [Apis florea]
Apis_florea	SRPK	XP_012341126.2	638	XP_012341126.2 SR splicing factor protein kinase isoform X1 [Apis florea]
Apis_florea	STUB1	XP_031771436.2	298	XP_031771436.2 STIP1 homology and U-box containing protein 1 [Apis florea]
Apis_florea	SWIP	XP_003693400.1	1086	XP_003693400.1 strumpellin and WASH-interacting protein [Apis florea]
Apis_florea	Sac1	XP_003694641.1	584	XP_003694641.1 phosphatidylinositol-3-phosphatase SAC1 [Apis florea]
Apis_florea	Sam-S	XP_086766261.1	404	XP_086766261.1 S-adenosylmethionine Synthetase isoform X1 [Apis florea]
Apis_florea	SamDC	XP_003692892.1	344	XP_003692892.1 S-adenosylmethionine decarboxylase [Apis florea]
Apis_florea	Samtor	XP_003693759.1	352	XP_003693759.1 S-adenosylmethionine sensor upstream of TORC1 [Apis florea]
Apis_florea	Sans	XP_003697460.2	486	XP_003697460.2 SAM_USH1G_HARP domain-containing protein Sans isoform X1 [Apis florea]
Apis_florea	Sap-r	XP_086760144.1	885	XP_086760144.1 prosaposin isoform X1 [Apis florea]
Apis_florea	Sap30	XP_012346261.1	175	XP_012346261.1 SIN3-associated polypeptide 30 [Apis florea]
Apis_florea	Sap47	XP_003691296.2	442	XP_003691296.2 synapse-associated protein 47kD isoform X1 [Apis florea]
Apis_florea	Sar1	XP_012339689.1	193	XP_012339689.1 secretion-associated Ras-related 1 [Apis florea]
Apis_florea	Sara	XP_086761301.1	1430	XP_086761301.1 smad anchor for receptor activation isoform X1 [Apis florea]
Apis_florea	Sarm	XP_012349218.3	1110	XP_012349218.3 sterile alpha and armadillo motif [Apis florea]
Apis_florea	Sas-4	XP_012342270.2	1222	XP_012342270.2 spindle assembly abnormal 4 isoform X1 [Apis florea]
Apis_florea	Sas-6	XP_003697195.2	671	XP_003697195.2 spindle assembly abnormal 6 [Apis florea]
Apis_florea	Sas10	XP_012350804.2	461	XP_012350804.2 UTP3 small subunit processome component Sas10 isoform X1 [Apis florea]
Apis_florea	Saysd1	XP_003696768.1	162	XP_003696768.1 SAYSVFN motif domain containing 1 [Apis florea]
Apis_florea	Sbat	XP_003698509.1	103	XP_003698509.1 LSMD1 domain-containing protein Sbat [Apis florea]
Apis_florea	Sbds	XP_003695442.3	255	XP_003695442.3 SBDS ribosome maturation factor [Apis florea]
Apis_florea	Sbf	XP_086771486.1	2045	XP_086771486.1 SET domain binding factor isoform X1 [Apis florea]
Apis_florea	Scamp	XP_012340488.1	358	XP_012340488.1 secretory carrier membrane protein [Apis florea]
Apis_florea	Sce	XP_003694386.1	380	XP_003694386.1 E3 ubiquitin-protein ligase Sce [Apis florea]
Apis_florea	Scgalpha	XP_012339615.1	413	XP_012339615.1 sarcoglycan alpha isoform X1 [Apis florea]
Apis_florea	Scgbeta	XP_003696014.1	343	XP_003696014.1 sarcoglycan beta [Apis florea]
Apis_florea	Scgdelta	XP_086771277.1	462	XP_086771277.1 sarcoglycan delta isoform X3 [Apis florea]
Apis_florea	Schip1	XP_012344472.1	846	XP_012344472.1 schwannomin interacting protein 1 isoform X1 [Apis florea]
Apis_florea	Sclp	XP_003698679.1	215	XP_003698679.1 leucine rich repeat containing protein 20 sclp isoform X1 [Apis florea]
Apis_florea	Scm	XP_086762409.1	721	XP_086762409.1 polycomb protein Scm isoform X1 [Apis florea]
Apis_florea	Scox	XP_003694074.3	292	XP_003694074.3 synthesis of cytochrome c oxidase [Apis florea]
Apis_florea	Scp1	XP_086761478.1	201	XP_086761478.1 sarcoplasmic calcium-binding protein 1 isoform X1 [Apis florea]
Apis_florea	Scp2	XP_086764196.1	189	XP_086764196.1 sarcoplasmic calcium-binding protein 2 isoform X1 [Apis florea]
Apis_florea	ScpX	XP_031771914.1	548	XP_031771914.1 sterol carrier protein X-related thiolase isoform X1 [Apis florea]
Apis_florea	Scsalpha1	XP_003694335.1	340	XP_003694335.1 succinyl-coenzyme A synthetase alpha subunit 1 isoform X1 [Apis florea]
Apis_florea	Sdb	XP_086762760.1	4144	XP_086762760.1 LOW QUALITY PROTEIN: SAXO downstream of blistered [Apis florea]
Apis_florea	Sdc	XP_003695925.1	232	XP_003695925.1 syndecan isoform X1 [Apis florea]
Apis_florea	SdhA	XP_003690899.1	661	XP_003690899.1 succinate dehydrogenase, subunit A (flavoprotein) [Apis florea]
Apis_florea	SdhB	XP_012348999.2	278	XP_012348999.2 succinate dehydrogenase, subunit B (iron-sulfur) [Apis florea]
Apis_florea	SdhD	XP_003690133.1	199	XP_003690133.1 succinate dehydrogenase, subunit D [Apis florea]
Apis_florea	Sdhaf3	XP_012350321.2	118	XP_012350321.2 succinate dehydrogenase assembly factor 3 [Apis florea]
Apis_florea	Sec10	XP_086760970.1	716	XP_086760970.1 exocyst complex component Sec10 isoform X1 [Apis florea]
Apis_florea	Sec13	XP_003696225.1	311	XP_003696225.1 nuclear pore and COPII coat complex component secretory 13 [Apis florea]
Apis_florea	Sec15	XP_086759411.1	783	XP_086759411.1 exocyst complex component Sec15 isoform X1 [Apis florea]
Apis_florea	Sec16	XP_086769971.1	2234	XP_086769971.1 endoplasmic reticulum export factor secretory 16 isoform X1 [Apis florea]
Apis_florea	Sec20	XP_003697089.1	227	XP_003697089.1 vesicle transport protein Sec20 [Apis florea]
Apis_florea	Sec22	XP_003698570.1	213	XP_003698570.1 vesicle-trafficking protein SEC22 [Apis florea]
Apis_florea	Sec23	XP_003690328.1	775	XP_003690328.1 transport protein Sec23 isoform X1 [Apis florea]
Apis_florea	Sec24AB	XP_012348268.1	884	XP_012348268.1 protein transport protein Sec24AB isoform X1 [Apis florea]
Apis_florea	Sec24CD	XP_003698408.1	1294	XP_003698408.1 COPII coat complex component secretory 24CD [Apis florea]
Apis_florea	Sec3	XP_003695481.4	859	XP_003695481.4 exocyst complex component Sec3 [Apis florea]
Apis_florea	Sec31	XP_086765518.1	1274	XP_086765518.1 COPII coat complex component secretory 31 isoform X2 [Apis florea]
Apis_florea	Sec5	XP_003691949.1	891	XP_003691949.1 exocyst complex component secretory 5 [Apis florea]
Apis_florea	Sec6	XP_003694277.1	748	XP_003694277.1 exocyst complex component Sec6 isoform X1 [Apis florea]
Apis_florea	Sec61alpha	XP_012342759.1	476	XP_012342759.1 SEC61 translocon subunit alpha [Apis florea]
Apis_florea	Sec61beta	XP_086765501.1	94	XP_086765501.1 sec61 translocon subunit beta [Apis florea]
Apis_florea	Sec63	XP_086764572.1	761	XP_086764572.1 translocation protein Sec63 [Apis florea]
Apis_florea	Sec71	XP_003692583.1	1697	XP_003692583.1 ADP ribosylation factor guanine nucleotide exchange factor Sec71 [Apis florea]
Apis_florea	Sec8	XP_012341934.1	158	XP_012341934.1 exocyst complex component secretory 8 [Apis florea]
Apis_florea	SecS	XP_003695993.1	508	XP_003695993.1 sec synthetase isoform X1 [Apis florea]
Apis_florea	Secp43	XP_003692798.1	295	XP_003692798.1 tRNA Selenocysteine associated protein isoform X1 [Apis florea]
Apis_florea	Seipin	XP_003696881.1	333	XP_003696881.1 lipid droplet biogenesis associated protein seipin [Apis florea]
Apis_florea	SelR	XP_003692730.2	180	XP_003692730.2 methionine sulfoxide reductase SelR isoform X1 [Apis florea]
Apis_florea	SelT	XP_003695514.1	186	XP_003695514.1 selenoprotein T [Apis florea]
Apis_florea	Sem1	XP_086760381.1	76	XP_086760381.1 suppressor of exocyst mutations 1 [Apis florea]
Apis_florea	Sema1a	XP_086768385.1	771	XP_086768385.1 semaphorin 1a isoform X1 [Apis florea]
Apis_florea	Sema2a	XP_086763471.1	738	XP_086763471.1 semaphorin 2a isoform X1 [Apis florea]
Apis_florea	Sema5c	XP_086758689.1	1146	XP_086758689.1 semaphorin 5c isoform X1 [Apis florea]
Apis_florea	Septin1	XP_012347079.1	369	XP_012347079.1 septin 1 isoform X1 [Apis florea]
Apis_florea	Septin2	XP_012342233.1	421	XP_012342233.1 septin 2 [Apis florea]
Apis_florea	Septin4	XP_086771078.1	391	XP_086771078.1 septin 4 isoform X1 [Apis florea]
Apis_florea	Ser	XP_086760930.1	1209	XP_086760930.1 protein serrate isoform X1 [Apis florea]
Apis_florea	SerRS	XP_003696530.2	496	XP_003696530.2 seryl-tRNA synthetase [Apis florea]
Apis_florea	SerRS-m	XP_086767476.1	425	XP_086767476.1 seryl-tRNA synthetase, mitochondrial [Apis florea]
Apis_florea	Sergef	XP_012339853.2	381	XP_012339853.2 secretion regulating guanine nucleotide exchange factor isoform X1 [Apis florea]
Apis_florea	Sesn	XP_086759512.1	963	XP_086759512.1 sestrin isoform X1 [Apis florea]
Apis_florea	Set	XP_003697198.2	314	XP_003697198.2 NAP domain-containing protein SET isoform X1 [Apis florea]
Apis_florea	Set1	XP_003690574.2	1500	XP_003690574.2 SET domain containing 1 [Apis florea]
Apis_florea	Set2	XP_012341488.1	1391	XP_012341488.1 SET domain containing 2 isoform X1 [Apis florea]
Apis_florea	Set8	XP_012344335.1	387	XP_012344335.1 SET domain containing 8 isoform X1 [Apis florea]
Apis_florea	Setd3	XP_003691619.1	483	XP_003691619.1 SET domain containing 3 [Apis florea]
Apis_florea	Setx	XP_012348538.2	1731	XP_012348538.2 putative helicase senataxin [Apis florea]
Apis_florea	Sf3a1	XP_003694718.2	766	XP_003694718.2 splicing factor 3A subunit 1 [Apis florea]
Apis_florea	Sf3a2	XP_003691203.1	274	XP_003691203.1 splicing factor 3A subunit 2 [Apis florea]
Apis_florea	Sf3b1	XP_003698871.1	1315	XP_003698871.1 splicing factor 3B subunit 1 isoform X1 [Apis florea]
Apis_florea	Sf3b2	XP_003696704.3	728	XP_003696704.3 splicing factor 3B subunit 2 [Apis florea]
Apis_florea	Sf3b3	XP_003691890.1	1217	XP_003691890.1 splicing factor 3B subunit 3 isoform X1 [Apis florea]
Apis_florea	Sf3b5	XP_031775934.1	85	XP_031775934.1 splicing factor 3B subunit 5 [Apis florea]
Apis_florea	Sf3b6	XP_003690305.1	125	XP_003690305.1 splicing factor 3B subunit 6 [Apis florea]
Apis_florea	Sfxn1-3	XP_012345482.1	321	XP_012345482.1 sideroflexin-1-3 [Apis florea]
Apis_florea	Sfxn2	XP_086758935.1	326	XP_086758935.1 sideroflexin 2 [Apis florea]
Apis_florea	Sgf11	XP_003696325.1	329	XP_003696325.1 SAGA associated factor 11kDa [Apis florea]
Apis_florea	Sgf29	XP_012338752.1	293	XP_012338752.1 SAGA-associated factor 29 [Apis florea]
Apis_florea	Sgsh	XP_003698151.2	516	XP_003698151.2 N-sulfoglucosamine sulfohydrolase [Apis florea]
Apis_florea	Sgt1	XP_003698357.1	219	XP_003698357.1 suppressor of G2 allele of skp1 isoform X1 [Apis florea]
Apis_florea	Shab	XP_086771598.1	1218	XP_086771598.1 shaker cognate b isoform X1 [Apis florea]
Apis_florea	Shal	XP_086767665.1	615	XP_086767665.1 potassium voltage-gated channel protein Shal isoform X1 [Apis florea]
Apis_florea	Shc	XP_031771374.1	454	XP_031771374.1 SHC-adaptor protein isoform X1 [Apis florea]
Apis_florea	Shmt	XP_012348381.2	524	XP_012348381.2 serine hydroxymethyl transferase isoform X1 [Apis florea]
Apis_florea	Shrm	XP_086766004.1	2341	XP_086766004.1 shroom isoform X1 [Apis florea]
Apis_florea	Sidpn	XP_086773569.1	537	XP_086773569.1 bHLH protein similar to Deadpan isoform X1 [Apis florea]
Apis_florea	Sil1	XP_003697968.2	451	XP_003697968.2 sil1 nucleotide exchange factor [Apis florea]
Apis_florea	Sin1	XP_003698855.1	462	XP_003698855.1 SAPK-interacting protein 1 isoform X1 [Apis florea]
Apis_florea	Sin3A	XP_086770572.1	1543	XP_086770572.1 SIN3 transcription regulator family member A isoform X1 [Apis florea]
Apis_florea	Sirt1	XP_086759839.1	928	XP_086759839.1 NAD-dependent protein deacetylase sirtuin-1 isoform X1 [Apis florea]
Apis_florea	Sirt2	XP_086773315.1	398	XP_086773315.1 NAD-dependent protein deacylase sirtuin-2 isoform X1 [Apis florea]
Apis_florea	Sirt4	XP_086764139.1	313	XP_086764139.1 NAD-dependent protein deacylase sirtuin-4 [Apis florea]
Apis_florea	Sirt6	XP_003698748.1	407	XP_003698748.1 sirtuin 6 [Apis florea]
Apis_florea	Sirt7	XP_086768692.1	523	XP_086768692.1 sirtuin 7 [Apis florea]
Apis_florea	Six4	XP_003697912.1	436	XP_003697912.1 homeobox protein six4 [Apis florea]
Apis_florea	Sk2	XP_003691397.1	649	XP_003691397.1 sphingosine kinase 2 isoform X1 [Apis florea]
Apis_florea	Skeletor	XP_086758548.1	1376	XP_086758548.1 DM13 and DOMON_DOH domain-containing protein skeletor isoform X1 [Apis florea]
Apis_florea	Ski6	XP_003691763.2	268	XP_003691763.2 exosome complex component Ski6 isoform X1 [Apis florea]
