reference_id	species	protein	gene	group	transcript	cds_start_zero_based	cds_length	product
AD|XP_031366685.1	AD	XP_031366685.1	LOC102671666	OG0006003	XM_031510825.1	261	1389	XP_031366685.1 leucine-rich repeat-containing protein 74B-like [Apis dorsata]
AD|XP_031366687.1	AD	XP_031366687.1	LOC102671984	OG0007708	XM_031510827.1	184	5040	XP_031366687.1 beta-mannosidase [Apis dorsata]
AD|XP_031366688.1	AD	XP_031366688.1	LOC102671313	OG0007815	XM_031510828.1	431	6144	XP_031366688.1 E3 ubiquitin-protein ligase TRIP12 [Apis dorsata]
AD|XP_031366689.1	AD	XP_031366689.1	LOC102677183		XM_031510829.1	92	333	XP_031366689.1 uncharacterized protein LOC102677183 [Apis dorsata]
AD|XP_031366690.1	AD	XP_031366690.1	LOC102671947	OG0002064	XM_031510830.1	151	501	XP_031366690.1 HSPB1-associated protein 1-like [Apis dorsata]
AD|XP_031366691.1	AD	XP_031366691.1	LOC116185733		XM_031510831.1	0	609	XP_031366691.1 uncharacterized protein LOC116185733 [Apis dorsata]
AD|XP_031366692.1	AD	XP_031366692.1	LOC102672536	OG0000434	XM_031510832.1	291	636	XP_031366692.1 homeobox protein homothorax, partial [Apis dorsata]
AD|XP_031366693.1	AD	XP_031366693.1	LOC102672658	OG0000434	XM_031510833.1	0	873	XP_031366693.1 homeobox protein homothorax-like [Apis dorsata]
AD|XP_031366694.1	AD	XP_031366694.1	LOC116185734	OG0002838	XM_031510834.1	0	339	XP_031366694.1 ADP,ATP carrier protein ER-ANT1-like [Apis dorsata]
AD|XP_031366695.1	AD	XP_031366695.1	LOC102673310	OG0000617	XM_031510835.1	0	2127	XP_031366695.1 protein sidekick-like [Apis dorsata]
AD|XP_031366696.1	AD	XP_031366696.1	LOC116185736	OG0003826	XM_031510836.1	39	3141	XP_031366696.1 uncharacterized protein LOC116185736 [Apis dorsata]
AD|XP_031366697.1	AD	XP_031366697.1	LOC116185737	OG0003815	XM_031510837.1	80	750	XP_031366697.1 uncharacterized protein LOC116185737 [Apis dorsata]
AD|XP_031366698.1	AD	XP_031366698.1	LOC116185738	OG0003925	XM_031510838.1	1329	837	XP_031366698.1 uncharacterized protein LOC116185738 [Apis dorsata]
AD|XP_031366701.1	AD	XP_031366701.1	LOC102671070	OG0002835	XM_031510841.1	264	1848	XP_031366701.1 L-asparaginase [Apis dorsata]
AD|XP_031366702.1	AD	XP_031366702.1	LOC102673069	OG0000339	XM_031510842.1	440	1749	XP_031366702.1 zinc finger protein 83-like isoform X1 [Apis dorsata]
AD|XP_031366704.1	AD	XP_031366704.1	LOC102673440	OG0001719	XM_031510844.1	0	1617	XP_031366704.1 DNA polymerase alpha subunit B, partial [Apis dorsata]
AD|XP_031366709.1	AD	XP_031366709.1	LOC102670808	OG0002838	XM_031510849.1	101	660	XP_031366709.1 ADP/ATP translocase 1-like [Apis dorsata]
AD|XP_031366711.1	AD	XP_031366711.1	LOC116185739	OG0008935	XM_031510851.1	15	603	XP_031366711.1 uncharacterized protein LOC116185739 [Apis dorsata]
AD|XP_031366716.1	AD	XP_031366716.1	LOC102680875	OG0003907	XM_031510856.1	1586	1413	XP_031366716.1 centrosomal and chromosomal factor-like [Apis dorsata]
AD|XP_031366717.1	AD	XP_031366717.1	LOC102680388	OG0007081	XM_031510857.1	237	2148	XP_031366717.1 exocyst complex component 5 isoform X1 [Apis dorsata]
AD|XP_031366721.1	AD	XP_031366721.1	LOC102672110	OG0003847	XM_031510861.1	15	690	XP_031366721.1 uncharacterized protein LOC102672110 [Apis dorsata]
AD|XP_031366722.1	AD	XP_031366722.1	LOC102675321	OG0000133	XM_031510862.1	36	1353	XP_031366722.1 leucine-rich repeat-containing protein 70-like [Apis dorsata]
AD|XP_031366723.1	AD	XP_031366723.1	LOC102679251	OG0009001	XM_031510863.1	0	528	XP_031366723.1 peripherin-2-like [Apis dorsata]
AD|XP_031366724.1	AD	XP_031366724.1	LOC116185740		XM_031510864.1	141	303	XP_031366724.1 uncharacterized protein LOC116185740 [Apis dorsata]
AD|XP_031366728.1	AD	XP_031366728.1	LOC102672739	OG0001459	XM_031510868.1	106	14151	XP_031366728.1 baculoviral IAP repeat-containing protein 6 [Apis dorsata]
AD|XP_031366730.1	AD	XP_031366730.1	LOC102681509	OG0003835	XM_031510870.1	188	1026	XP_031366730.1 uncharacterized protein LOC102681509 [Apis dorsata]
AD|XP_031366731.1	AD	XP_031366731.1	LOC102671618	OG0002853	XM_031510871.1	396	2382	XP_031366731.1 neprilysin-1-like isoform X1 [Apis dorsata]
AD|XP_031366734.1	AD	XP_031366734.1	LOC102673651	OG0005868	XM_031510874.1	1232	1245	XP_031366734.1 protein pop-1-like isoform X1 [Apis dorsata]
AD|XP_031366739.1	AD	XP_031366739.1	LOC102673519	OG0004615	XM_031510879.1	454	5391	XP_031366739.1 uncharacterized protein LOC102673519 [Apis dorsata]
AD|XP_031366740.1	AD	XP_031366740.1	LOC102680804	OG0001103	XM_031510880.1	261	3696	XP_031366740.1 probable cation-transporting ATPase 13A3 isoform X1 [Apis dorsata]
AD|XP_031366745.1	AD	XP_031366745.1	LOC102675730	OG0000065	XM_031510885.1	793	1587	XP_031366745.1 LOW QUALITY PROTEIN: facilitated trehalose transporter Tret1-2 homolog [Apis dorsata]
AD|XP_031366746.1	AD	XP_031366746.1	LOC102680728	OG0003889	XM_031510886.1	248	2649	XP_031366746.1 uncharacterized protein LOC102680728 isoform X1 [Apis dorsata]
AD|XP_031366750.1	AD	XP_031366750.1	LOC116185743	OG0004799	XM_031510890.1	318	462	XP_031366750.1 transcription factor 15-like [Apis dorsata]
AD|XP_031366751.1	AD	XP_031366751.1	LOC102673839	OG0003899	XM_031510891.1	189	2373	XP_031366751.1 ankyrin repeat and zinc finger domain-containing protein 1-like [Apis dorsata]
AD|XP_031366753.1	AD	XP_031366753.1	LOC102680522	OG0004788	XM_031510893.1	285	738	XP_031366753.1 transmembrane protein 114 [Apis dorsata]
AD|XP_031366757.1	AD	XP_031366757.1	LOC102677894	OG0006135	XM_031510897.1	115	2409	XP_031366757.1 probable leucine--tRNA ligase, mitochondrial isoform X1 [Apis dorsata]
AD|XP_031366760.1	AD	XP_031366760.1	LOC116185744	OG0009006	XM_031510900.1	155	594	XP_031366760.1 uncharacterized protein LOC116185744 [Apis dorsata]
AD|XP_031366762.1	AD	XP_031366762.1	LOC102680657	OG0004800	XM_031510902.1	275	2841	XP_031366762.1 uncharacterized protein LOC102680657 [Apis dorsata]
AD|XP_031366763.1	AD	XP_031366763.1	LOC102674034	OG0002249	XM_031510903.1	538	4047	XP_031366763.1 zinc finger protein 423 isoform X1 [Apis dorsata]
AD|XP_031366766.1	AD	XP_031366766.1	LOC102678355	OG0004771	XM_031510906.1	70	2145	XP_031366766.1 probable serine/threonine-protein kinase DDB_G0278509 isoform X1 [Apis dorsata]
AD|XP_031366769.1	AD	XP_031366769.1	LOC102679522	OG0003900	XM_031510909.1	1048	3966	XP_031366769.1 uncharacterized protein LOC102679522 [Apis dorsata]
AD|XP_031366771.1	AD	XP_031366771.1	LOC102679998	OG0005998	XM_031510911.1	44	405	XP_031366771.1 uncharacterized protein LOC102679998 [Apis dorsata]
AD|XP_031366777.1	AD	XP_031366777.1	LOC102677755	OG0001639	XM_031510917.1	15	2070	XP_031366777.1 atypical kinase COQ8B, mitochondrial isoform X1 [Apis dorsata]
AD|XP_031366785.1	AD	XP_031366785.1	LOC102680945	OG0006488	XM_031510925.1	47	1113	XP_031366785.1 GDP-fucose protein O-fucosyltransferase 2 [Apis dorsata]
AD|XP_031366786.1	AD	XP_031366786.1	LOC102677110	OG0006142	XM_031510926.1	455	3828	XP_031366786.1 liprin-alpha-1 isoform X1 [Apis dorsata]
AD|XP_031366802.1	AD	XP_031366802.1	LOC102676864	OG0004786	XM_031510942.1	36	429	XP_031366802.1 uncharacterized protein LOC102676864 isoform X1 [Apis dorsata]
AD|XP_031366804.1	AD	XP_031366804.1	LOC102678608	OG0000498	XM_031510944.1	276	4062	XP_031366804.1 multidrug resistance-associated protein 4-like isoform X3 [Apis dorsata]
AD|XP_031366806.1	AD	XP_031366806.1	LOC116185748	OG0004774	XM_031510946.1	284	1752	XP_031366806.1 uncharacterized protein LOC116185748 [Apis dorsata]
AD|XP_031366807.1	AD	XP_031366807.1	LOC102680125	OG0004802	XM_031510947.1	323	1179	XP_031366807.1 uncharacterized RNA-binding protein C3H8.09c-like isoform X1 [Apis dorsata]
AD|XP_031366820.1	AD	XP_031366820.1	LOC116185749	OG0004783	XM_031510960.1	54	705	XP_031366820.1 uncharacterized protein LOC116185749 [Apis dorsata]
AD|XP_031366821.1	AD	XP_031366821.1	LOC102677524	OG0000709	XM_031510961.1	413	1401	XP_031366821.1 multiple inositol polyphosphate phosphatase 1-like [Apis dorsata]
AD|XP_031366825.1	AD	XP_031366825.1	LOC102677388	OG0006176	XM_031510965.1	199	2433	XP_031366825.1 mediator of RNA polymerase II transcription subunit 16 [Apis dorsata]
AD|XP_031366826.1	AD	XP_031366826.1	LOC102680257	OG0006561	XM_031510966.1	85	2685	XP_031366826.1 GPI ethanolamine phosphate transferase 2 [Apis dorsata]
AD|XP_031366827.1	AD	XP_031366827.1	LOC102678973	OG0004804	XM_031510967.1	307	2523	XP_031366827.1 IQ and AAA domain-containing protein 1-like [Apis dorsata]
AD|XP_031366830.1	AD	XP_031366830.1	LOC102677733	OG0001144	XM_031510970.1	0	1152	XP_031366830.1 rhodopsin-like [Apis dorsata]
AD|XP_031366833.1	AD	XP_031366833.1	LOC102674132	OG0008581	XM_031510973.1	1214	1443	XP_031366833.1 protein spaetzle 3 [Apis dorsata]
AD|XP_031366834.1	AD	XP_031366834.1	LOC102674511	OG0005525	XM_031510974.1	502	3117	XP_031366834.1 uncharacterized protein LOC102674511 [Apis dorsata]
AD|XP_031366841.1	AD	XP_031366841.1	LOC116185756	OG0009076	XM_031510981.1	16	597	XP_031366841.1 uncharacterized protein LOC116185756 [Apis dorsata]
AD|XP_031366843.1	AD	XP_031366843.1	LOC102680523	OG0005569	XM_031510983.1	68	555	XP_031366843.1 uncharacterized protein LOC102680523 [Apis dorsata]
AD|XP_031366844.1	AD	XP_031366844.1	LOC102681158	OG0000092	XM_031510984.1	0	1434	XP_031366844.1 probable hydroxyacid-oxoacid transhydrogenase, mitochondrial [Apis dorsata]
AD|XP_031366845.1	AD	XP_031366845.1	LOC102672659	OG0005033	XM_031510985.1	1133	4620	XP_031366845.1 LOW QUALITY PROTEIN: uncharacterized protein LOC102672659 [Apis dorsata]
AD|XP_031366848.1	AD	XP_031366848.1	LOC102677487		XM_031510988.1	438	354	XP_031366848.1 uncharacterized protein LOC102677487 [Apis dorsata]
AD|XP_031366849.1	AD	XP_031366849.1	LOC116185759	OG0009739	XM_031510989.1	413	513	XP_031366849.1 ATP synthase mitochondrial F1 complex assembly factor 1 [Apis dorsata]
AD|XP_031366852.1	AD	XP_031366852.1	LOC102674392	OG0001107	XM_031510992.1	24	3099	XP_031366852.1 dual 3',5'-cyclic-AMP and -GMP phosphodiesterase 11-like [Apis dorsata]
AD|XP_031366854.1	AD	XP_031366854.1	LOC116185767	OG0009055	XM_031510994.1	133	606	XP_031366854.1 COMM domain-containing protein 2 [Apis dorsata]
AD|XP_031366855.1	AD	XP_031366855.1	LOC116185769	OG0009680	XM_031510995.1	577	273	XP_031366855.1 LOW QUALITY PROTEIN: uncharacterized protein LOC116185769 [Apis dorsata]
AD|XP_031366856.1	AD	XP_031366856.1	LOC116185770		XM_031510996.1	220	372	XP_031366856.1 uncharacterized protein LOC116185770 [Apis dorsata]
AD|XP_031366857.1	AD	XP_031366857.1	LOC116185772	OG0000743	XM_031510997.1	242	540	XP_031366857.1 ADP-ribosylation factor 2 [Apis dorsata]
AD|XP_031366861.1	AD	XP_031366861.1	LOC102681738	OG0008562	XM_031511001.1	184	3942	XP_031366861.1 nephrin isoform X1 [Apis dorsata]
AD|XP_031366866.1	AD	XP_031366866.1	LOC102679721	OG0008140	XM_031511006.1	466	4179	XP_031366866.1 regulator of G-protein signaling loco isoform X1 [Apis dorsata]
AD|XP_031366867.1	AD	XP_031366867.1	LOC102674393	OG0004340	XM_031511007.1	0	4038	XP_031366867.1 LOW QUALITY PROTEIN: claspin-like [Apis dorsata]
AD|XP_031366869.1	AD	XP_031366869.1	LOC116184853	OG0004324	XM_031511009.1	796	633	XP_031366869.1 methyltransferase-like protein 5 [Apis dorsata]
AD|XP_031366876.1	AD	XP_031366876.1	LOC116185785	OG0009917	XM_031511016.1	26	264	XP_031366876.1 uncharacterized protein LOC116185785 [Apis dorsata]
AD|XP_031366878.1	AD	XP_031366878.1	LOC102674263	OG0007817	XM_031511018.1	154	2112	XP_031366878.1 homeobox protein cut-like [Apis dorsata]
AD|XP_031366879.1	AD	XP_031366879.1	LOC102671315	OG0009029	XM_031511019.1	0	303	XP_031366879.1 SOSS complex subunit C homolog [Apis dorsata]
AD|XP_031366880.1	AD	XP_031366880.1	LOC102674523	OG0004318	XM_031511020.1	354	1794	XP_031366880.1 intraflagellar transport protein 74 homolog [Apis dorsata]
AD|XP_031366881.1	AD	XP_031366881.1	LOC116185786	OG0009153	XM_031511021.1	64	2658	XP_031366881.1 uncharacterized protein LOC116185786 [Apis dorsata]
AD|XP_031366882.1	AD	XP_031366882.1	LOC102676826	OG0000450	XM_031511022.1	125	4182	XP_031366882.1 protein sprint isoform X1 [Apis dorsata]
AD|XP_031366893.1	AD	XP_031366893.1	LOC102670938	OG0000736	XM_031511033.1	176	1707	XP_031366893.1 zinc finger protein 665-like [Apis dorsata]
AD|XP_031366894.1	AD	XP_031366894.1	LOC116185789	OG0009600	XM_031511034.1	494	1248	XP_031366894.1 zinc finger protein 567-like [Apis dorsata]
AD|XP_031366895.1	AD	XP_031366895.1	LOC116185790	OG0008788	XM_031511035.1	588	1056	XP_031366895.1 zinc finger protein 436-like [Apis dorsata]
AD|XP_031366897.1	AD	XP_031366897.1	LOC102671072	OG0008788	XM_031511037.1	0	1164	XP_031366897.1 zinc finger protein 761-like, partial [Apis dorsata]
AD|XP_031366898.1	AD	XP_031366898.1	LOC102681337	OG0003236	XM_031511038.1	396	354	XP_031366898.1 GSK3-beta interaction protein [Apis dorsata]
AD|XP_031366899.1	AD	XP_031366899.1	LOC102670809		XM_031511039.1	332	6636	XP_031366899.1 LOW QUALITY PROTEIN: zinc finger protein 208-like [Apis dorsata]
AD|XP_031366900.1	AD	XP_031366900.1	LOC102678607	OG0006251	XM_031511040.1	110	1851	XP_031366900.1 alpha-1,6-mannosyl-glycoprotein 2-beta-N-acetylglucosaminyltransferase isoform X1 [Apis dorsata]
AD|XP_031366901.1	AD	XP_031366901.1	LOC102679953	OG0003228	XM_031511041.1	639	4494	XP_031366901.1 rap guanine nucleotide exchange factor 2-like isoform X1 [Apis dorsata]
AD|XP_031366912.1	AD	XP_031366912.1	LOC102679586	OG0008961	XM_031511052.1	277	366	XP_031366912.1 uncharacterized protein LOC102679586 [Apis dorsata]
AD|XP_031366914.1	AD	XP_031366914.1	LOC102671213		XM_031511054.1	0	3294	XP_031366914.1 zinc finger protein 62 homolog, partial [Apis dorsata]
AD|XP_031366915.1	AD	XP_031366915.1	LOC102671366	OG0008083	XM_031511055.1	404	7122	XP_031366915.1 chondroitin sulfate proteoglycan 4 isoform X1 [Apis dorsata]
AD|XP_031366920.1	AD	XP_031366920.1	LOC102674830	OG0006776	XM_031511060.1	220	2025	XP_031366920.1 calponin homology domain-containing protein DDB_G0272472-like isoform X1 [Apis dorsata]
AD|XP_031366924.1	AD	XP_031366924.1	LOC102673860	OG0009885	XM_031511064.1	877	399	XP_031366924.1 uncharacterized protein LOC102673860 isoform X1 [Apis dorsata]
AD|XP_031366927.1	AD	XP_031366927.1	LOC102671489	OG0002427	XM_031511067.1	585	2499	XP_031366927.1 uncharacterized protein LOC102671489 isoform X2 [Apis dorsata]
AD|XP_031366930.1	AD	XP_031366930.1	LOC102674394	OG0002423	XM_031511070.1	0	501	XP_031366930.1 mitochondrial inner membrane protease subunit 2 [Apis dorsata]
AD|XP_031366933.1	AD	XP_031366933.1	LOC102674968	OG0002377	XM_031511073.1	211	3786	XP_031366933.1 MATH and LRR domain-containing protein PFE0570w-like isoform X3 [Apis dorsata]
AD|XP_031366935.1	AD	XP_031366935.1	LOC102675169	OG0007519	XM_031511075.1	750	369	XP_031366935.1 ubiquitin-related modifier 1 isoform X1 [Apis dorsata]
AD|XP_031366938.1	AD	XP_031366938.1	LOC102675872	OG0007484	XM_031511078.1	289	597	XP_031366938.1 ubiquitin-conjugating enzyme E2-22 kDa [Apis dorsata]
AD|XP_031366939.1	AD	XP_031366939.1	LOC102675407	OG0006860	XM_031511079.1	298	1620	XP_031366939.1 E3 ubiquitin-protein ligase RFWD3-like isoform X1 [Apis dorsata]
AD|XP_031366941.1	AD	XP_031366941.1	LOC102676004	OG0002378	XM_031511081.1	363	3528	XP_031366941.1 FK506-binding protein 5 [Apis dorsata]
AD|XP_031366945.1	AD	XP_031366945.1	LOC102678073	OG0002164	XM_031511085.1	25	2622	XP_031366945.1 potassium/sodium hyperpolarization-activated cyclic nucleotide-gated channel 3 isoform X3 [Apis dorsata]
AD|XP_031366946.1	AD	XP_031366946.1	LOC116185798		XM_031511086.1	134	348	XP_031366946.1 uncharacterized protein LOC116185798 isoform X1 [Apis dorsata]
AD|XP_031366949.1	AD	XP_031366949.1	LOC102677061	OG0006901	XM_031511089.1	605	3579	XP_031366949.1 LOW QUALITY PROTEIN: tyrosine-protein kinase transmembrane receptor Ror-like [Apis dorsata]
AD|XP_031366950.1	AD	XP_031366950.1	LOC102679866	OG0004878	XM_031511090.1	252	888	XP_031366950.1 uncharacterized protein LOC102679866 [Apis dorsata]
AD|XP_031366951.1	AD	XP_031366951.1	LOC102680000	OG0004879	XM_031511091.1	0	1383	XP_031366951.1 E3 ubiquitin-protein ligase LRSAM1-like [Apis dorsata]
AD|XP_031366952.1	AD	XP_031366952.1	LOC102671893	OG0009659	XM_031511092.1	0	546	XP_031366952.1 spermine oxidase-like [Apis dorsata]
AD|XP_031366953.1	AD	XP_031366953.1	LOC102674831	OG0005287	XM_031511093.1	0	1161	XP_031366953.1 vicilin-like seed storage protein At2g18540 [Apis dorsata]
AD|XP_031366954.1	AD	XP_031366954.1	LOC116185802		XM_031511094.1	0	363	XP_031366954.1 uncharacterized protein LOC116185802 [Apis dorsata]
AD|XP_031366955.1	AD	XP_031366955.1	LOC102675102	OG0001786	XM_031511095.1	0	1344	XP_031366955.1 dopamine receptor 2 [Apis dorsata]
AD|XP_031366956.1	AD	XP_031366956.1	LOC116185803	OG0003426	XM_031511096.1	483	693	XP_031366956.1 uncharacterized protein LOC116185803 [Apis dorsata]
AD|XP_031366957.1	AD	XP_031366957.1	LOC102675236	OG0003433	XM_031511097.1	458	1425	XP_031366957.1 uncharacterized protein LOC102675236 [Apis dorsata]
AD|XP_031366958.1	AD	XP_031366958.1	LOC102675372	OG0003415	XM_031511098.1	0	4215	XP_031366958.1 LOW QUALITY PROTEIN: uncharacterized protein LOC102675372 [Apis dorsata]
AD|XP_031366959.1	AD	XP_031366959.1	LOC102679377	OG0000227	XM_031511099.1	1763	795	XP_031366959.1 LOW QUALITY PROTEIN: uncharacterized protein LOC102679377 [Apis dorsata]
AD|XP_031366960.1	AD	XP_031366960.1	LOC102679252	OG0000227	XM_031511100.1	0	873	XP_031366960.1 kinesin-II 85 kDa subunit-like [Apis dorsata]
AD|XP_031366961.1	AD	XP_031366961.1	LOC102678639	OG0003414	XM_031511101.1	356	3615	XP_031366961.1 erythroid differentiation-related factor 1 [Apis dorsata]
AD|XP_031366962.1	AD	XP_031366962.1	LOC102678507	OG0000903	XM_031511102.1	403	1206	XP_031366962.1 phosrestin-2 [Apis dorsata]
AD|XP_031366963.1	AD	XP_031366963.1	LOC102675509	OG0006423	XM_031511103.1	0	2343	XP_031366963.1 nucleolar complex protein 3 homolog, partial [Apis dorsata]
AD|XP_031366964.1	AD	XP_031366964.1	LOC102677802	OG0001976	XM_031511104.1	96	1413	XP_031366964.1 dynein regulatory complex subunit 4 [Apis dorsata]
AD|XP_031366966.1	AD	XP_031366966.1	LOC102672984	OG0009526	XM_031511106.1	377	1386	XP_031366966.1 facilitated trehalose transporter Tret1-like [Apis dorsata]
AD|XP_031366967.1	AD	XP_031366967.1	LOC116185805	OG0001043	XM_031511107.1	121	546	XP_031366967.1 muscle-specific protein 20-like isoform X1 [Apis dorsata]
AD|XP_031366969.1	AD	XP_031366969.1	LOC102674489	OG0007589	XM_031511109.1	345	402	XP_031366969.1 uncharacterized protein LOC102674489 isoform X1 [Apis dorsata]
AD|XP_031366974.1	AD	XP_031366974.1	LOC102673112	OG0000063	XM_031511114.1	199	294	XP_031366974.1 venom serine protease inhibitor isoform X1 [Apis dorsata]
AD|XP_031366975.1	AD	XP_031366975.1	LOC116185806	OG0000063	XM_031511115.1	156	285	XP_031366975.1 cysteine-rich venom protein 1-like isoform X1 [Apis dorsata]
AD|XP_031366977.1	AD	XP_031366977.1	LOC102674036	OG0000474	XM_031511117.1	0	13443	XP_031366977.1 dynein beta chain, ciliary [Apis dorsata]
AD|XP_031366978.1	AD	XP_031366978.1	LOC102673111	OG0005303	XM_031511118.1	746	2544	XP_031366978.1 colorectal mutant cancer protein isoform X1 [Apis dorsata]
AD|XP_031366980.1	AD	XP_031366980.1	LOC116185809	OG0009516	XM_031511120.1	424	189	XP_031366980.1 uncharacterized protein C12orf73 homolog [Apis dorsata]
AD|XP_031366982.1	AD	XP_031366982.1	LOC102674035	OG0001193	XM_031511122.1	120	2706	XP_031366982.1 uncharacterized protein LOC102674035 [Apis dorsata]
AD|XP_031366986.1	AD	XP_031366986.1	LOC102681159	OG0005305	XM_031511126.1	274	789	XP_031366986.1 Kv channel-interacting protein 1-like isoform X1 [Apis dorsata]
AD|XP_031366987.1	AD	XP_031366987.1	LOC102670710	OG0006233	XM_031511127.1	382	2004	XP_031366987.1 mothers against decapentaplegic homolog 4 [Apis dorsata]
AD|XP_031366988.1	AD	XP_031366988.1	LOC102675013	OG0008060	XM_031511128.1	4	2820	XP_031366988.1 major facilitator superfamily domain-containing protein 6 isoform X1 [Apis dorsata]
AD|XP_031366990.1	AD	XP_031366990.1	LOC102675408	OG0001287	XM_031511130.1	470	2382	XP_031366990.1 double-stranded RNA-specific editase Adar isoform X1 [Apis dorsata]
AD|XP_031366993.1	AD	XP_031366993.1	LOC102674239	OG0004844	XM_031511133.1	112	2079	XP_031366993.1 NHL repeat-containing protein 2 isoform X1 [Apis dorsata]
AD|XP_031366994.1	AD	XP_031366994.1	LOC116185811	OG0005294	XM_031511134.1	226	3954	XP_031366994.1 uncharacterized protein LOC116185811 [Apis dorsata]
AD|XP_031366995.1	AD	XP_031366995.1	LOC102680479	OG0007803	XM_031511135.1	121	249	XP_031366995.1 complexin [Apis dorsata]
AD|XP_031366998.1	AD	XP_031366998.1	LOC102677299	OG0003428	XM_031511138.1	97	720	XP_031366998.1 ubiquitin domain-containing protein 1 [Apis dorsata]
AD|XP_031367001.1	AD	XP_031367001.1	LOC102681353	OG0004674	XM_031511141.1	0	780	XP_031367001.1 MORN repeat-containing protein 5-like isoform X2 [Apis dorsata]
AD|XP_031367002.1	AD	XP_031367002.1	LOC102670899	OG0009400	XM_031511142.1	152	234	XP_031367002.1 anaphase-promoting complex subunit 13 [Apis dorsata]
