sample	read_id	orthogroup	best_reference	score	target_start	target_end	matched_bases	aligned_bases
AL	SRR9034695.1751743	OG0001109	AL|XP_043794209.1	290	0	145	145	145
AL	SRR9034695.1752175	OG0001109	AL|XP_043794209.1	300	54	204	150	150
AL	SRR9034695.1753400	OG0001109	AL|XP_043794209.1	278	0	139	139	139
AL	SRR9034695.1753811	OG0001109	AL|XP_043794209.1	278	0	139	139	139
AL	SRR9034695.1754641	OG0001109	AL|XP_043794209.1	300	89	239	150	150
AL	SRR9034695.1754732	OG0001109	AL|XP_043794209.1	300	6	156	150	150
AL	SRR9034695.1755621	OG0001109	AL|XP_043794209.1	300	97	247	150	150
AL	SRR9034695.1757241	OG0001109	AL|XP_043794209.1	300	34	184	150	150
AL	SRR9034695.1757745	OG0001109	AL|XP_043794209.1	300	53	203	150	150
AL	SRR9034695.1758706	OG0001109	AL|XP_043794209.1	300	65	215	150	150
AL	SRR9034695.1758859	OG0001109	AL|XP_043794209.1	280	0	145	144	145
AL	SRR9034695.1759350	OG0001109	AL|XP_043794209.1	300	60	210	150	150
AL	SRR9034695.1759484	OG0001109	AL|XP_043794209.1	300	60	210	150	150
AL	SRR9034695.1759528	OG0001109	AL|XP_043794209.1	244	0	127	126	127
AL	SRR9034695.1759715	OG0001109	AL|XP_043794209.1	290	158	303	145	145
AL	SRR9034695.1759775	OG0001109	AL|XP_043794209.1	300	125	275	150	150
AL	SRR9034695.1759918	OG0001109	AL|XP_043794209.1	276	0	138	138	138
AL	SRR9034695.1761082	OG0001109	AL|XP_043794209.1	292	0	146	146	146
AL	SRR9034695.1761558	OG0001109	AL|XP_043794209.1	208	167	303	129	136
AL	SRR9034695.1761870	OG0001109	AL|XP_043794209.1	300	89	239	150	150
AL	SRR9034695.1762495	OG0001109	AL|XP_043794209.1	266	170	303	133	133
AL	SRR9034695.1763540	OG0001109	AL|XP_043794209.1	300	108	258	150	150
AL	SRR9034695.1767533	OG0001109	AL|XP_043794209.1	300	60	210	150	150
AL	SRR9034695.1770000	OG0001109	AL|XP_043794209.1	278	0	139	139	139
AL	SRR9034695.1770358	OG0001109	AL|XP_043794209.1	300	142	292	150	150
AL	SRR9034695.1771980	OG0001109	AL|XP_043794209.1	300	125	275	150	150
AL	SRR9034695.1774626	OG0001109	AL|XP_043794209.1	266	0	133	133	133
AL	SRR9034695.1775709	OG0001109	AL|XP_043794209.1	300	88	238	150	150
AL	SRR9034695.1776191	OG0001109	AL|XP_043794209.1	280	0	145	144	145
AL	SRR9034695.1776292	OG0001109	AL|XP_043794209.1	300	88	238	150	150
AL	SRR9034695.1776851	OG0001109	AL|XP_043794209.1	244	181	303	122	122
AL	SRR9034695.1777023	OG0001109	AL|XP_043794209.1	264	0	137	136	137
AL	SRR9034695.1777804	OG0001109	AL|XP_043794209.1	300	83	233	150	150
AL	SRR9034695.1778918	OG0001109	AL|XP_043794209.1	300	47	197	150	150
AL	SRR9034695.1779912	OG0001109	AL|XP_043794209.1	264	0	132	132	132
AL	SRR9034695.1780889	OG0001109	AL|XP_043794209.1	300	44	194	150	150
AL	SRR9034695.1780996	OG0001109	AL|XP_043794209.1	290	0	145	145	145
AL	SRR9034695.1781155	OG0001109	AL|XP_043794209.1	268	0	139	138	139
AL	SRR9034695.1781924	OG0001109	AL|XP_043794209.1	300	84	234	150	150
AL	SRR9034695.1782065	OG0001109	AL|XP_043794209.1	300	2	152	150	150
AL	SRR9034695.1784453	OG0001109	AL|XP_043794209.1	300	132	282	150	150
AL	SRR9034695.1785525	OG0001109	AL|XP_043794209.1	290	0	145	145	145
AL	SRR9034695.1786443	OG0001109	AL|XP_043794209.1	278	0	139	139	139
AL	SRR9034695.1786945	OG0001109	AL|XP_043794209.1	300	92	242	150	150
AL	SRR9034695.1788710	OG0001109	AL|XP_043794209.1	300	113	263	150	150
AL	SRR9034695.1790341	OG0001109	AL|XP_043794209.1	300	117	267	150	150
AL	SRR9034695.1790361	OG0001109	AL|XP_043794209.1	274	0	142	141	142
AL	SRR9034695.1791208	OG0001109	AL|XP_043794209.1	256	175	303	128	128
AL	SRR9034695.1792069	OG0001109	AL|XP_043794209.1	240	183	303	120	120
AL	SRR9034695.1792098	OG0001109	AL|XP_043794209.1	256	175	303	128	128
AL	SRR9034695.1793248	OG0001109	AL|XP_043794209.1	300	99	249	150	150
AL	SRR9034695.1793467	OG0001109	AL|XP_043794209.1	256	175	303	128	128
AL	SRR9034695.1794501	OG0001109	AL|XP_043794209.1	222	0	149	141	149
AL	SRR9034695.1794664	OG0001109	AL|XP_043794209.1	256	175	303	128	128
AL	SRR9034695.1795152	OG0001109	AL|XP_043794209.1	292	157	303	146	146
AL	SRR9034695.1795310	OG0001109	AL|XP_043794209.1	290	158	303	145	145
AL	SRR9034695.1795350	OG0001109	AL|XP_043794209.1	300	98	248	150	150
AL	SRR9034695.1795474	OG0001109	AL|XP_043794209.1	300	53	203	150	150
AL	SRR9034695.1796336	OG0001109	AL|XP_043794209.1	300	48	198	150	150
AL	SRR9034695.1797269	OG0001109	AL|XP_043794209.1	278	0	139	139	139
AL	SRR9034695.1797686	OG0001109	AL|XP_043794209.1	300	24	174	150	150
AL	SRR9034695.1799864	OG0001109	AL|XP_043794209.1	300	142	292	150	150
AL	SRR9034695.1800632	OG0001109	AL|XP_043794209.1	300	32	182	150	150
AL	SRR9034695.1801177	OG0001109	AL|XP_043794209.1	300	29	179	150	150
AL	SRR9034695.1801366	OG0001109	AL|XP_043794209.1	300	77	227	150	150
AL	SRR9034695.1803836	OG0001109	AL|XP_043794209.1	300	133	283	150	150
AL	SRR9034695.1805539	OG0001109	AL|XP_043794209.1	300	126	276	150	150
AL	SRR9034695.1805875	OG0001109	AL|XP_043794209.1	280	0	145	144	145
AL	SRR9034695.1806726	OG0001109	AL|XP_043794209.1	300	145	295	150	150
AL	SRR9034695.1807774	OG0001109	AL|XP_043794209.1	290	11	161	149	150
AL	SRR9034695.1808937	OG0001109	AL|XP_043794209.1	240	183	303	120	120
AL	SRR9034695.1809542	OG0001109	AL|XP_043794209.1	300	101	251	150	150
AL	SRR9034695.1809840	OG0001109	AL|XP_043794209.1	300	92	242	150	150
AL	SRR9034695.1810280	OG0001109	AL|XP_043794209.1	266	170	303	133	133
AL	SRR9034695.1810980	OG0001109	AL|XP_043794209.1	300	5	155	150	150
AL	SRR9034695.1811545	OG0001109	AL|XP_043794209.1	300	45	195	150	150
AL	SRR9034695.1811666	OG0001109	AL|XP_043794209.1	270	168	303	135	135
AL	SRR9034695.1812515	OG0001109	AL|XP_043794209.1	256	175	303	128	128
AL	SRR9034695.1814555	OG0001109	AL|XP_043794209.1	300	150	300	150	150
AL	SRR9034695.1815635	OG0001109	AL|XP_043794209.1	280	0	145	144	145
AL	SRR9034695.1816805	OG0001109	AL|XP_043794209.1	244	181	303	122	122
AL	SRR9034695.1817100	OG0001109	AL|XP_043794209.1	280	0	145	144	145
AL	SRR9034695.1817216	OG0001109	AL|XP_043794209.1	292	0	146	146	146
AL	SRR9034695.1817379	OG0001109	AL|XP_043794209.1	300	101	251	150	150
AL	SRR9034695.1817542	OG0001109	AL|XP_043794209.1	290	0	145	145	145
AL	SRR9034695.1818860	OG0001109	AL|XP_043794209.1	300	34	184	150	150
AL	SRR9034695.1821982	OG0001109	AL|XP_043794209.1	300	121	271	150	150
AL	SRR9034695.1823469	OG0001109	AL|XP_043794209.1	300	139	289	150	150
AL	SRR9034695.1823943	OG0001109	AL|XP_043794209.1	300	5	155	150	150
AL	SRR9034695.1825389	OG0001109	AL|XP_043794209.1	300	21	171	150	150
AL	SRR9034695.1826011	OG0001109	AL|XP_043794209.1	300	153	303	150	150
AL	SRR9034695.1826173	OG0001109	AL|XP_043794209.1	300	4	154	150	150
AL	SRR9034695.1826371	OG0001109	AL|XP_043794209.1	300	92	242	150	150
AL	SRR9034695.1826760	OG0001109	AL|XP_043794209.1	300	153	303	150	150
AL	SRR9034695.1827397	OG0001109	AL|XP_043794209.1	262	172	303	131	131
AL	SRR9034695.1827809	OG0001109	AL|XP_043794209.1	300	53	203	150	150
AL	SRR9034695.1827951	OG0001109	AL|XP_043794209.1	300	53	203	150	150
AL	SRR9034695.1828318	OG0001109	AL|XP_043794209.1	266	17	167	146	150
AL	SRR9034695.1829431	OG0001109	AL|XP_043794209.1	300	87	237	150	150
AL	SRR9034695.1829625	OG0001109	AL|XP_043794209.1	278	34	184	147	150
AL	SRR9034695.1831013	OG0001109	AL|XP_043794209.1	300	53	203	150	150
AL	SRR9034695.1831864	OG0001109	AL|XP_043794209.1	300	116	266	150	150
AL	SRR9034695.1832314	OG0001109	AL|XP_043794209.1	300	2	152	150	150
AL	SRR9034695.1832654	OG0001109	AL|XP_043794209.1	244	0	127	126	127
AL	SRR9034695.1833262	OG0001109	AL|XP_043794209.1	298	0	149	149	149
AL	SRR9034695.1833758	OG0001109	AL|XP_043794209.1	290	0	145	145	145
AL	SRR9034695.1833914	OG0001109	AL|XP_043794209.1	300	145	295	150	150
AL	SRR9034695.1834107	OG0001109	AL|XP_043794209.1	300	92	242	150	150
AL	SRR9034695.1834784	OG0001109	AL|XP_043794209.1	290	7	157	149	150
AL	SRR9034695.1835747	OG0001109	AL|XP_043794209.1	300	103	253	150	150
AL	SRR9034695.1835802	OG0001109	AL|XP_043794209.1	270	17	167	147	150
AL	SRR9034695.1836574	OG0001109	AL|XP_043794209.1	300	4	154	150	150
AL	SRR9034695.1836756	OG0001109	AL|XP_043794209.1	300	25	175	150	150
AL	SRR9034695.1836812	OG0001109	AL|XP_043794209.1	264	171	303	132	132
AL	SRR9034695.1837207	OG0001109	AL|XP_043794209.1	244	181	303	122	122
AL	SRR9034695.1839137	OG0001109	AL|XP_043794209.1	294	0	147	147	147
AL	SRR9034695.1839722	OG0001109	AL|XP_043794209.1	276	0	138	138	138
AL	SRR9034695.1840208	OG0001109	AL|XP_043794209.1	290	158	303	145	145
AL	SRR9034695.1840209	OG0001109	AL|XP_043794209.1	290	158	303	145	145
AL	SRR9034695.1840521	OG0001109	AL|XP_043794209.1	300	87	237	150	150
AL	SRR9034695.1841564	OG0001109	AL|XP_043794209.1	274	0	137	137	137
AL	SRR9034695.1841587	OG0001109	AL|XP_043794209.1	300	126	276	150	150
AL	SRR9034695.1841645	OG0001109	AL|XP_043794209.1	300	92	242	150	150
AL	SRR9034695.1842674	OG0001109	AL|XP_043794209.1	282	157	303	145	146
AL	SRR9034695.1843110	OG0001109	AL|XP_043794209.1	274	166	303	137	137
AL	SRR9034695.1843676	OG0001109	AL|XP_043794209.1	300	20	170	150	150
AL	SRR9034695.1844871	OG0001109	AL|XP_043794209.1	246	0	138	135	138
AL	SRR9034695.1845128	OG0001109	AL|XP_043794209.1	256	175	303	128	128
AL	SRR9034695.1847479	OG0001109	AL|XP_043794209.1	280	163	303	140	140
AL	SRR9034695.1847900	OG0001109	AL|XP_043794209.1	300	150	300	150	150
AL	SRR9034695.1848223	OG0001109	AL|XP_043794209.1	300	104	254	150	150
AL	SRR9034695.1850491	OG0001109	AL|XP_043794209.1	300	92	242	150	150
AL	SRR9034695.1850532	OG0001109	AL|XP_043794209.1	266	170	303	133	133
AL	SRR9034695.1852575	OG0001109	AL|XP_043794209.1	290	0	145	145	145
AL	SRR9034695.1854390	OG0001109	AL|XP_043794209.1	300	121	271	150	150
AL	SRR9034695.1854670	OG0001109	AL|XP_043794209.1	300	121	271	150	150
AL	SRR9034695.1854952	OG0001109	AL|XP_043794209.1	280	0	145	144	145
AL	SRR9034695.1856839	OG0001109	AL|XP_043794209.1	290	3	153	149	150
AL	SRR9034695.1857833	OG0001109	AL|XP_043794209.1	266	170	303	133	133
AL	SRR9034695.1858398	OG0001109	AL|XP_043794209.1	290	0	145	145	145
AL	SRR9034695.1858763	OG0001109	AL|XP_043794209.1	280	126	276	148	150
AL	SRR9034695.1859600	OG0001109	AL|XP_043794209.1	300	7	157	150	150
AL	SRR9034695.1859970	OG0001109	AL|XP_043794209.1	300	48	198	150	150
AL	SRR9034695.1860787	OG0001109	AL|XP_043794209.1	300	89	239	150	150
AL	SRR9034695.1862052	OG0001109	AL|XP_043794209.1	280	0	145	144	145
AL	SRR9034695.1862223	OG0001109	AL|XP_043794209.1	244	181	303	122	122
AL	SRR9034695.1862895	OG0001109	AL|XP_043794209.1	282	0	146	145	146
AL	SRR9034695.1864442	OG0001109	AL|XP_043794209.1	244	181	303	122	122
AL	SRR9034695.1864649	OG0001109	AL|XP_043794209.1	290	0	145	145	145
AL	SRR9034695.1864745	OG0001109	AL|XP_043794209.1	280	158	303	144	145
AL	SRR9034695.1865045	OG0001109	AL|XP_043794209.1	242	182	303	121	121
AL	SRR9034695.1865773	OG0001109	AL|XP_043794209.1	280	0	145	144	145
AL	SRR9034695.1865786	OG0001109	AL|XP_043794209.1	290	0	145	145	145
AL	SRR9034695.1865863	OG0001109	AL|XP_043794209.1	282	0	146	145	146
AL	SRR9034695.1866070	OG0001109	AL|XP_043794209.1	280	0	145	144	145
AL	SRR9034695.1866368	OG0001109	AL|XP_043794209.1	280	0	145	144	145
AL	SRR9034695.1867918	OG0001109	AL|XP_043794209.1	300	40	190	150	150
AL	SRR9034695.1867939	OG0001109	AL|XP_043794209.1	270	168	303	135	135
AL	SRR9034695.1868154	OG0001109	AL|XP_043794209.1	274	0	147	145	147
AL	SRR9034695.1868537	OG0001109	AL|XP_043794209.1	256	175	303	128	128
AL	SRR9034695.1869987	OG0001109	AL|XP_043794209.1	300	116	266	150	150
AL	SRR9034695.1870037	OG0001109	AL|XP_043794209.1	300	126	276	150	150
AL	SRR9034695.1870174	OG0001109	AL|XP_043794209.1	300	65	215	150	150
AL	SRR9034695.1870681	OG0001109	AL|XP_043794209.1	300	89	239	150	150
AL	SRR9034695.1870699	OG0001109	AL|XP_043794209.1	290	12	162	149	150
AL	SRR9034695.1870904	OG0001109	AL|XP_043794209.1	292	0	146	146	146
AL	SRR9034695.1871303	OG0001109	AL|XP_043794209.1	292	0	146	146	146
AL	SRR9034695.1871738	OG0001109	AL|XP_043794209.1	292	0	146	146	146
AL	SRR9034695.1872365	OG0001109	AL|XP_043794209.1	300	17	167	150	150
AL	SRR9034695.1873828	OG0001109	AL|XP_043794209.1	300	34	184	150	150
AL	SRR9034695.1875321	OG0001109	AL|XP_043794209.1	290	116	266	149	150
AL	SRR9034695.1876906	OG0001109	AL|XP_043794209.1	296	0	148	148	148
AL	SRR9034695.1879590	OG0001109	AL|XP_043794209.1	290	0	145	145	145
AL	SRR9034695.1880492	OG0001109	AL|XP_043794209.1	256	175	303	128	128
AL	SRR9034695.1880553	OG0001109	AL|XP_043794209.1	300	92	242	150	150
AL	SRR9034695.1881650	OG0001109	AL|XP_043794209.1	300	91	241	150	150
AL	SRR9034695.1881818	OG0001109	AL|XP_043794209.1	300	123	273	150	150
AL	SRR9034695.1882900	OG0001109	AL|XP_043794209.1	300	4	154	150	150
AL	SRR9034695.1883570	OG0001109	AL|XP_043794209.1	264	0	137	136	137
AL	SRR9034695.1883581	OG0001109	AL|XP_043794209.1	278	0	139	139	139
AL	SRR9034695.1884736	OG0001109	AL|XP_043794209.1	300	7	157	150	150
AL	SRR9034695.1885242	OG0001109	AL|XP_043794209.1	300	127	277	150	150
AL	SRR9034695.1885943	OG0001109	AL|XP_043794209.1	290	7	157	149	150
AL	SRR9034695.1886694	OG0001109	AL|XP_043794209.1	216	165	303	132	138
AL	SRR9034695.1887497	OG0001109	AL|XP_043794209.1	244	181	303	122	122
AL	SRR9034695.1887595	OG0001109	AL|XP_043794209.1	278	164	303	139	139
AL	SRR9034695.1888097	OG0001109	AL|XP_043794209.1	290	1	151	149	150
AL	SRR9034695.1888210	OG0001109	AL|XP_043794209.1	300	17	167	150	150
AL	SRR9034695.1888781	OG0001109	AL|XP_043794209.1	300	66	216	150	150
AL	SRR9034695.1889768	OG0001109	AL|XP_043794209.1	290	0	145	145	145
AL	SRR9034695.1892806	OG0001109	AL|XP_043794209.1	300	0	150	150	150
AL	SRR9034695.1893392	OG0001109	AL|XP_043794209.1	300	74	224	150	150
AL	SRR9034695.1893932	OG0001109	AL|XP_043794209.1	280	0	145	144	145
AL	SRR9034695.1894019	OG0001109	AL|XP_043794209.1	276	0	138	138	138
AL	SRR9034695.1894534	OG0001109	AL|XP_043794209.1	292	0	146	146	146
AL	SRR9034695.1894557	OG0001109	AL|XP_043794209.1	300	150	300	150	150
AL	SRR9034695.1894914	OG0001109	AL|XP_043794209.1	300	1	151	150	150
AL	SRR9034695.1895080	OG0001109	AL|XP_043794209.1	300	89	239	150	150
AL	SRR9034695.1896301	OG0001109	AL|XP_043794209.1	268	0	138	137	138
AL	SRR9034695.1896451	OG0001109	AL|XP_043794209.1	276	0	138	138	138
AL	SRR9034695.1896711	OG0001109	AL|XP_043794209.1	300	48	198	150	150
AL	SRR9034695.1896863	OG0001109	AL|XP_043794209.1	300	48	198	150	150
AL	SRR9034695.1897160	OG0001109	AL|XP_043794209.1	300	142	292	150	150
AL	SRR9034695.1897451	OG0001109	AL|XP_043794209.1	300	102	252	150	150
AL	SRR9034695.1897561	OG0001109	AL|XP_043794209.1	300	94	244	150	150
AL	SRR9034695.1899252	OG0001109	AL|XP_043794209.1	300	99	249	150	150
AL	SRR9034695.1899616	OG0001109	AL|XP_043794209.1	300	0	150	150	150
AL	SRR9034695.1900064	OG0001109	AL|XP_043794209.1	300	48	198	150	150
AL	SRR9034695.1900875	OG0001109	AL|XP_043794209.1	300	33	183	150	150
AL	SRR9034695.1901266	OG0001109	AL|XP_043794209.1	222	0	146	139	146
AL	SRR9034695.1903122	OG0001109	AL|XP_043794209.1	300	6	156	150	150
AL	SRR9034695.1903578	OG0001109	AL|XP_043794209.1	300	127	277	150	150
AL	SRR9034695.1903729	OG0001109	AL|XP_043794209.1	276	0	138	138	138
AL	SRR9034695.1904646	OG0001109	AL|XP_043794209.1	290	40	185	145	145
AL	SRR9034695.1904954	OG0001109	AL|XP_043794209.1	260	158	303	142	145
AL	SRR9034695.1905331	OG0001109	AL|XP_043794209.1	286	160	303	143	143
AL	SRR9034695.1907559	OG0001109	AL|XP_043794209.1	300	66	216	150	150
AL	SRR9034695.1907697	OG0001109	AL|XP_043794209.1	298	0	149	149	149
AL	SRR9034695.1907789	OG0001109	AL|XP_043794209.1	300	150	300	150	150
AL	SRR9034695.1907801	OG0001109	AL|XP_043794209.1	300	89	239	150	150
AL	SRR9034695.1907986	OG0001109	AL|XP_043794209.1	300	150	300	150	150
AL	SRR9034695.1908852	OG0001109	AL|XP_043794209.1	290	0	145	145	145
AL	SRR9034695.1909113	OG0001109	AL|XP_043794209.1	300	92	242	150	150
AL	SRR9034695.1909259	OG0001109	AL|XP_043794209.1	280	0	145	144	145
AL	SRR9034695.1909384	OG0001109	AL|XP_043794209.1	270	168	303	135	135
AL	SRR9034695.1909849	OG0001109	AL|XP_043794209.1	276	0	143	142	143
AL	SRR9034695.1909973	OG0001109	AL|XP_043794209.1	266	170	303	133	133
AL	SRR9034695.1912944	OG0001109	AL|XP_043794209.1	290	158	303	145	145
AL	SRR9034695.1913279	OG0001109	AL|XP_043794209.1	300	131	281	150	150
AL	SRR9034695.1913953	OG0001109	AL|XP_043794209.1	300	2	152	150	150
AL	SRR9034695.1914405	OG0001109	AL|XP_043794209.1	290	5	155	149	150
AL	SRR9034695.1915536	OG0001109	AL|XP_043794209.1	248	0	124	124	124
AL	SRR9034695.1915595	OG0001109	AL|XP_043794209.1	300	33	183	150	150
AL	SRR9034695.1915657	OG0001109	AL|XP_043794209.1	296	87	235	148	148
AL	SRR9034695.1915931	OG0001109	AL|XP_043794209.1	300	91	241	150	150
AL	SRR9034695.1917840	OG0001109	AL|XP_043794209.1	294	0	147	147	147
AL	SRR9034695.1917996	OG0001109	AL|XP_043794209.1	294	0	147	147	147
AL	SRR9034695.1918411	OG0001109	AL|XP_043794209.1	300	17	167	150	150
AL	SRR9034695.1918552	OG0001109	AL|XP_043794209.1	300	53	203	150	150
AL	SRR9034695.1919895	OG0001109	AL|XP_043794209.1	290	158	303	145	145
AL	SRR9034695.1921097	OG0001109	AL|XP_043794209.1	280	7	157	148	150
AL	SRR9034695.1921968	OG0001109	AL|XP_043794209.1	290	0	145	145	145
AL	SRR9034695.1922731	OG0001109	AL|XP_043794209.1	300	101	251	150	150
AL	SRR9034695.1922763	OG0001109	AL|XP_043794209.1	300	116	266	150	150
AL	SRR9034695.1922824	OG0001109	AL|XP_043794209.1	300	132	282	150	150
AL	SRR9034695.1923619	OG0001109	AL|XP_043794209.1	300	121	271	150	150
AL	SRR9034695.1924228	OG0001109	AL|XP_043794209.1	266	170	303	133	133
AL	SRR9034695.1924229	OG0001109	AL|XP_043794209.1	300	89	239	150	150
AL	SRR9034695.1924419	OG0001109	AL|XP_043794209.1	256	175	303	128	128
AL	SRR9034695.1924799	OG0001109	AL|XP_043794209.1	292	0	146	146	146
AL	SRR9034695.1925422	OG0001109	AL|XP_043794209.1	296	0	148	148	148
AL	SRR9034695.1925425	OG0001109	AL|XP_043794209.1	300	124	274	150	150
AL	SRR9034695.1927059	OG0001109	AL|XP_043794209.1	290	0	145	145	145
AL	SRR9034695.1927194	OG0001109	AL|XP_043794209.1	290	0	145	145	145
AL	SRR9034695.1928135	OG0001109	AL|XP_043794209.1	280	121	271	148	150
AL	SRR9034695.1929250	OG0001109	AL|XP_043794209.1	288	0	144	144	144
AL	SRR9034695.1929527	OG0001109	AL|XP_043794209.1	288	0	144	144	144
AL	SRR9034695.1930717	OG0001109	AL|XP_043794209.1	300	88	238	150	150
AL	SRR9034695.1931145	OG0001109	AL|XP_043794209.1	284	70	222	150	152
AL	SRR9034695.1931485	OG0001109	AL|XP_043794209.1	300	65	215	150	150
AL	SRR9034695.1931560	OG0001109	AL|XP_043794209.1	300	92	242	150	150
AL	SRR9034695.1931697	OG0001109	AL|XP_043794209.1	286	160	303	143	143
AL	SRR9034695.1933142	OG0001109	AL|XP_043794209.1	300	4	154	150	150
AL	SRR9034695.1933204	OG0001109	AL|XP_043794209.1	290	5	155	149	150
AL	SRR9034695.1933625	OG0001109	AL|XP_043794209.1	272	6	156	147	150
AL	SRR9034695.1934034	OG0001109	AL|XP_043794209.1	290	158	303	145	145
AL	SRR9034695.1934144	OG0001109	AL|XP_043794209.1	290	119	269	149	150
AL	SRR9034695.1934999	OG0001109	AL|XP_043794209.1	300	91	241	150	150
AL	SRR9034695.1935129	OG0001109	AL|XP_043794209.1	300	91	241	150	150
AL	SRR9034695.1935293	OG0001109	AL|XP_043794209.1	300	119	269	150	150
AL	SRR9034695.1935409	OG0001109	AL|XP_043794209.1	300	119	269	150	150
AL	SRR9034695.1935542	OG0001109	AL|XP_043794209.1	300	1	151	150	150
AL	SRR9034695.1935707	OG0001109	AL|XP_043794209.1	300	76	226	150	150
AL	SRR9034695.1936896	OG0001109	AL|XP_043794209.1	300	88	238	150	150
AL	SRR9034695.1938204	OG0001109	AL|XP_043794209.1	290	113	263	149	150
AL	SRR9034695.1938404	OG0001109	AL|XP_043794209.1	268	0	139	138	139
AL	SRR9034695.1942007	OG0001109	AL|XP_043794209.1	240	183	303	120	120
AL	SRR9034695.1943311	OG0001109	AL|XP_043794209.1	266	170	303	133	133
AL	SRR9034695.1944153	OG0001109	AL|XP_043794209.1	284	157	299	142	142
AL	SRR9034695.1945922	OG0001109	AL|XP_043794209.1	300	28	178	150	150
AL	SRR9034695.1946598	OG0001109	AL|XP_043794209.1	290	98	248	149	150
AL	SRR9034695.1947587	OG0001109	AL|XP_043794209.1	230	183	303	119	120
AL	SRR9034695.1951026	OG0001109	AL|XP_043794209.1	240	183	303	120	120
AL	SRR9034695.1951116	OG0001109	AL|XP_043794209.1	300	2	152	150	150
AL	SRR9034695.1951461	OG0001109	AL|XP_043794209.1	266	170	303	133	133
AL	SRR9034695.1951625	OG0001109	AL|XP_043794209.1	300	84	234	150	150
AL	SRR9034695.1951666	OG0001109	AL|XP_043794209.1	264	131	281	146	150
AL	SRR9034695.1951667	OG0001109	AL|XP_043794209.1	290	131	281	149	150
AL	SRR9034695.1951832	OG0001109	AL|XP_043794209.1	290	0	150	149	150
AL	SRR9034695.1955716	OG0001109	AL|XP_043794209.1	300	52	202	150	150
AL	SRR9034695.1955831	OG0001109	AL|XP_043794209.1	270	92	242	147	150
AL	SRR9034695.1955941	OG0001109	AL|XP_043794209.1	264	0	132	132	132
AL	SRR9034695.1956900	OG0001109	AL|XP_043794209.1	300	17	167	150	150
AL	SRR9034695.1957216	OG0001109	AL|XP_043794209.1	246	180	303	123	123
AL	SRR9034695.1957480	OG0001109	AL|XP_043794209.1	292	0	146	146	146
AL	SRR9034695.1958194	OG0001109	AL|XP_043794209.1	300	4	154	150	150
AL	SRR9034695.1958610	OG0001109	AL|XP_043794209.1	300	118	268	150	150
AL	SRR9034695.1958972	OG0001109	AL|XP_043794209.1	256	170	303	132	133
AL	SRR9034695.1960115	OG0001109	AL|XP_043794209.1	300	153	303	150	150
AL	SRR9034695.1960542	OG0001109	AL|XP_043794209.1	300	84	234	150	150
AL	SRR9034695.1961840	OG0001109	AL|XP_043794209.1	256	175	303	128	128
AL	SRR9034695.1962483	OG0001109	AL|XP_043794209.1	300	103	253	150	150
AL	SRR9034695.1962676	OG0001109	AL|XP_043794209.1	280	0	145	144	145
AL	SRR9034695.1963791	OG0001109	AL|XP_043794209.1	282	28	169	141	141
AL	SRR9034695.1964098	OG0001109	AL|XP_043794209.1	300	105	255	150	150
AL	SRR9034695.1964304	OG0001109	AL|XP_043794209.1	300	17	167	150	150
AL	SRR9034695.1965838	OG0001109	AL|XP_043794209.1	256	175	303	128	128
AL	SRR9034695.1968745	OG0001109	AL|XP_043794209.1	274	18	168	147	150
AL	SRR9034695.1969018	OG0001109	AL|XP_043794209.1	292	157	303	146	146
AL	SRR9034695.1970393	OG0001109	AL|XP_043794209.1	290	92	242	149	150
AL	SRR9034695.1970824	OG0001109	AL|XP_043794209.1	300	112	262	150	150
AL	SRR9034695.1970967	OG0001109	AL|XP_043794209.1	280	163	303	140	140
AL	SRR9034695.1971249	OG0001109	AL|XP_043794209.1	300	112	262	150	150
AL	SRR9034695.1971402	OG0001109	AL|XP_043794209.1	292	0	146	146	146
AL	SRR9034695.1974197	OG0001109	AL|XP_043794209.1	300	24	174	150	150
AL	SRR9034695.1974359	OG0001109	AL|XP_043794209.1	300	121	271	150	150
AL	SRR9034695.1976227	OG0001109	AL|XP_043794209.1	256	175	303	128	128
AL	SRR9034695.1977355	OG0001109	AL|XP_043794209.1	300	93	243	150	150
AL	SRR9034695.1978697	OG0001109	AL|XP_043794209.1	240	183	303	120	120
AL	SRR9034695.1980886	OG0001109	AL|XP_043794209.1	200	117	242	120	125
AL	SRR9034695.1981035	OG0001109	AL|XP_043794209.1	292	157	303	146	146
