Orthogroup	Apis_cerana	Apis_dorsata	Apis_florea	Apis_laboriosa	Apis_mellifera	Bombus_terrestris
OG0007540	XP_016910354.1	XP_006615735.1	XP_003691103.4	XP_043803006.1	XP_623905.1	XP_003393751.1
OG0007541	XP_016914596.1	XP_006618998.1	XP_003692932.1	XP_043795783.1	XP_393426.1	XP_003396892.1
OG0007542	XP_016911016.1	XP_031365836.1	XP_003698761.1	XP_043795314.1	XP_026295223.1	XP_012176241.1
OG0007543	XP_016905078.1	XP_006623139.1	XP_012347792.1	XP_043803140.1	XP_394372.2	XP_012169824.1
OG0007544	NP_001315413.1	XP_006616039.1	XP_003689693.2	XP_043788219.1	NP_001011578.1	XP_012163499.2
OG0007545	XP_016916905.1	XP_006611819.1	XP_003689962.1	XP_043802322.1	XP_624346.1	XP_003394858.1
OG0007546	XP_061935119.1	XP_006622265.1	XP_003697752.1	XP_043795036.1	XP_624852.1	XP_020720455.1
OG0007547	XP_016906393.1	XP_006614834.1	XP_012342385.1	XP_043799958.1	NP_001011570.1	XP_003396177.1
OG0007548	XP_061931621.1	XP_006624283.1	XP_003689872.1	XP_043802677.1	XP_625098.1	XP_003395302.1
OG0007549	XP_016916403.1	XP_006616921.1	XP_003690350.2	XP_043789391.1	XP_394769.2	XP_003397933.1
OG0007550	XP_061930713.1	XP_031364336.1	XP_003696475.2	XP_043793210.1	XP_006562158.1	XP_020718831.1
OG0007551	XP_061941650.1	XP_006609333.1	XP_003696007.1	XP_043790865.1	XP_624112.1	XP_003401329.1
OG0007552	XP_061932747.1	XP_006620926.1	XP_003692408.1	XP_043800303.1	XP_393438.2	XP_012164652.1
OG0007553	XP_016914343.1	XP_006624435.1	XP_012340211.1	XP_043799807.1	XP_003251676.1	XP_003394807.1
OG0007554	XP_028523003.2	XP_006609579.1	XP_003690873.4	XP_043794744.1	NP_001318046.1	NP_001318040.1
OG0007555	XP_061941511.1	XP_031370896.1	XP_031773779.1	XP_043790882.1	XP_026301462.1	XP_048268668.1
OG0007556	XP_061932698.1	XP_006622837.1	XP_003689781.1	XP_043794286.1	XP_001121501.2	XP_003392994.1
OG0007557	XP_016916706.1	XP_006608153.1	XP_086758696.1	XP_043788912.1	XP_026301344.1	XP_048268605.1
OG0007558	XP_016913682.2	XP_006610945.1	XP_003694370.1	XP_043785452.1	XP_026300747.1	XP_003400665.1
OG0007559	XP_061933882.1	XP_006617642.1	XP_031773453.2	XP_043786131.1	XP_026298321.1	XP_012166557.2
OG0007560	XP_061941653.1	XP_006609355.1	XP_086773920.1	XP_043790442.1	XP_006560766.2	XP_020722781.2
OG0007561	XP_061934491.1	XP_006607637.1	XP_012342678.2	XP_043796465.1	XP_026297818.1	XP_012173012.1
OG0007562	XP_028525758.1	XP_006623197.1	XP_086768338.1	XP_043799416.1	XP_026295530.1	XP_048270455.1
OG0007563	XP_016918965.1	XP_031367185.1	XP_031771906.1	XP_043801804.1	XP_016767160.1	XP_012163251.1
OG0007564	XP_016914236.1	XP_006623295.1	XP_031774243.1	XP_043792748.1	XP_006570258.1	XP_003399765.3
OG0007565	XP_061926940.1	XP_006615772.1	XP_003691355.1	XP_043803202.1	XP_394359.2	XP_003393545.2
OG0007566	XP_061941834.1	XP_006617045.1	XP_003696118.1	XP_043788761.1	XP_006563526.1	XP_012172239.1
OG0007567	XP_016906607.1	XP_006613978.1	XP_003696281.4	XP_043792958.1	XP_395839.1	XP_003395516.1
OG0007568	XP_016918242.1	XP_006612538.1	XP_012341872.2	XP_043796311.1	XP_396685.2	XP_003396791.1
OG0007569	XP_028520665.2	XP_006611869.1	XP_012341654.2	XP_043801817.1	XP_026295771.1	XP_003395217.4
OG0007570	XP_016917373.1	XP_006614879.1	XP_003690948.1	XP_043803227.1	XP_006569916.1	XP_003402853.1
OG0007571	XP_016921933.1	XP_006619367.1	XP_003694115.1	XP_043797198.1	XP_006564653.1	XP_003401708.1
OG0007572	XP_016910359.1	XP_006615731.1	XP_003691367.1	XP_043802951.1	XP_395542.2	XP_003393640.2
OG0007573	XP_016907234.1	XP_006609472.1	XP_003690607.1	XP_043790353.1	XP_001120612.1	XP_003397544.1
OG0007574	XP_016911399.1	XP_006618825.1	XP_003690210.1	XP_043789472.1	XP_392710.3	XP_003397837.1
OG0007575	XP_016911807.1	XP_006615482.1	XP_003693625.1	XP_043784823.1	XP_006568643.1	XP_003396273.1
OG0007576	XP_061942097.1	XP_006620728.1	XP_003692109.1	XP_043791934.1	XP_003250308.1	XP_012172461.1
OG0007577	XP_016908975.1	XP_006619477.1	XP_003691865.1	XP_043798458.1	XP_001121588.2	XP_048265992.1
OG0007578	XP_016919368.2	XP_006617046.1	XP_012345398.1	XP_043788660.1	XP_625224.4	XP_003401089.1
OG0007579	XP_016915847.1	XP_006624771.1	XP_086768655.1	XP_043790111.1	XP_395807.2	XP_003398835.1
OG0007580	XP_016915219.1	XP_006617200.1	XP_003692381.1	XP_043799890.1	XP_623283.1	XP_020723271.1
OG0007581	XP_016913218.1	XP_006620096.1	XP_003695345.1	XP_043794677.1	XP_392468.3	XP_012166293.1
OG0007582	XP_016904374.2	XP_031365169.1	XP_003690526.2	XP_043786373.1	XP_026295005.1	XP_012165975.1
OG0007583	XP_028521869.1	XP_006618485.1	XP_086762262.1	XP_043796637.1	XP_001122159.1	XP_012173116.1
OG0007584	XP_016922259.1	XP_031364525.1	XP_031772197.2	XP_043791138.1	XP_026295545.1	XP_012175836.2
OG0007585	XP_016922116.1	XP_031368226.1	XP_086770258.1	XP_043787448.1	XP_006565092.1	XP_020721971.1
OG0007586	XP_016922783.1	XP_006611499.2	XP_003697446.3	XP_043793773.1	XP_016771930.2	XP_003400506.2
OG0007587	XP_061932668.1	XP_031367032.1	XP_086766837.1	XP_043800364.1	XP_026296944.1	XP_048262650.1
OG0007588	XP_016906542.1	XP_006624334.2	XP_086771036.1	XP_043791744.1	NP_001229369.1	XP_003397685.1
OG0007589	XP_028521758.1	XP_031366969.1	XP_003696068.1	XP_043788772.1	XP_006562660.1	XP_020722552.1
OG0007590	XP_016916521.1	XP_006625106.1	XP_012345935.1	XP_043789580.1	XP_006567474.1	XP_012167532.1
OG0007591	XP_016913421.1	XP_006621150.1	XP_003696198.1	XP_043792295.1	XP_393586.1	XP_003395640.1
OG0007592	XP_016913263.1	XP_006620106.1	XP_012344199.1	XP_043794631.1	XP_006560897.1	XP_012166735.1
OG0007593	XP_016908204.1	XP_006612944.1	XP_003691567.2	XP_043799551.1	XP_397060.3	XP_003397149.1
OG0007594	XP_061930061.1	XP_031368262.1	XP_012343382.1	XP_043802487.1	XP_006567337.1	XP_012171348.1
OG0007595	XP_016907882.1	XP_006614298.1	XP_003691883.1	XP_043799146.1	XP_006566465.1	XP_012169720.2
OG0007596	XP_061942315.1	XP_006615075.1	XP_086772205.1	XP_043797957.1	XP_016772551.2	XP_048266680.1
OG0007597	XP_061942133.1	XP_006622556.1	XP_086773809.1	XP_043791969.1	XP_016772312.2	XP_012169558.1
OG0007598	XP_016904516.1	XP_006613104.1	XP_012347709.1	XP_043795053.1	XP_026298826.1	XP_012167095.1
OG0007599	XP_016911774.1	XP_006611390.1	XP_003696224.1	XP_043792559.1	XP_623878.1	XP_003395449.2
OG0007600	XP_061941541.1	XP_031370945.1	XP_086758504.1	XP_043790896.1	XP_016772106.2	XP_048268397.1
OG0007601	XP_016904764.1	XP_006623512.1	XP_003692213.1	XP_043799296.1	XP_396944.4	XP_012164755.1
OG0007602	XP_016916328.1	XP_006619095.1	XP_003697884.3	XP_043784843.1	XP_395282.2	XP_003402248.1
OG0007603	XP_016905137.1	XP_006610030.1	XP_012344745.2	XP_043785062.1	XP_003249834.2	XP_003398368.2
OG0007604	XP_061942056.1	XP_006612910.1	XP_003695574.2	XP_043794350.1	XP_395702.3	XP_003393017.1
OG0007605	XP_016910072.1	XP_031371358.1	XP_012342736.2	XP_043796646.1	XP_016769285.2	XP_012172938.3
OG0007606	XP_016910650.1	XP_006620786.1	XP_003691322.1	XP_043802939.1	XP_396155.4	XP_003394036.1
OG0007607	XP_028525480.2	XP_006617725.1	XP_012344775.1	XP_043798081.1	XP_026299123.1	XP_012175833.1
OG0007608	XP_016920366.1	XP_006607315.1	XP_003692633.1	XP_043786228.1	XP_001120832.2	XP_003403121.1
OG0007609	XP_016911096.2	XP_006616413.1	XP_086770756.1	XP_043784591.1	XP_006558991.2	XP_020719667.2
OG0007610	XP_016915294.2	XP_006623659.1	XP_031773319.2	XP_043789185.1	NP_001011635.1	XP_003399682.2
OG0007611	XP_016911186.1	XP_006619917.1	XP_003695165.1	XP_043784663.1	XP_006558992.2	XP_012165782.1
OG0007612	XP_016919266.1	XP_006612984.1	XP_003692850.2	XP_043791399.1	NP_001091693.1	XP_003394625.1
OG0007613	XP_016921182.1	XP_006607374.1	XP_086773413.1	XP_043786200.1	XP_001120393.2	XP_003403148.1
OG0007614	XP_061937566.1	XP_006623379.1	XP_003698177.2	XP_043790069.1	XP_392703.4	XP_003398822.1
OG0007615	XP_016904288.1	XP_006607981.1	XP_003690687.1	XP_043795555.1	XP_001122476.1	XP_012166008.1
OG0007616	XP_016917839.1	XP_006617344.1	XP_003697422.1	XP_043785139.1	XP_006559849.1	XP_012173570.1
OG0007617	XP_016905021.1	XP_006623464.1	XP_003692957.1	XP_043800559.1	XP_006564210.1	XP_012168547.1
OG0007618	XP_061936919.1	XP_006609975.1	XP_086766635.1	XP_043784120.1	XP_006562948.1	XP_003398455.1
OG0007619	XP_016920385.1	XP_006607311.1	XP_003692631.1	XP_043786249.1	XP_006559575.1	XP_003403130.1
OG0007620	XP_016910080.1	XP_006617664.1	XP_003695382.1	XP_043786202.1	XP_624642.1	XP_003397109.1
OG0007621	XP_028520873.1	XP_006613686.1	XP_086760775.1	XP_043793305.1	XP_006567883.1	XP_012164263.1
OG0007622	XP_016903802.1	XP_006613940.1	XP_003698309.2	XP_043787009.1	XP_395221.4	XP_003398194.1
OG0007623	XP_016904666.2	XP_006612493.1	XP_003693800.1	XP_043790993.1	XP_624228.1	XP_003398397.1
OG0007624	XP_061941127.1	XP_006611505.1	XP_031774936.1	XP_043793732.1	XP_026300853.1	XP_012171378.2
OG0007625	XP_016920554.2	XP_006625021.1	XP_003692820.1	XP_043787290.1	XP_001122389.1	XP_003398527.2
OG0007626	XP_028521228.1	XP_006614366.1	XP_012339425.1	XP_043798209.1	XP_006566523.1	XP_012169665.1
OG0007627	XP_016905612.1	XP_006619201.1	XP_003698502.3	XP_043786904.1	XP_001119907.2	XP_003398163.2
OG0007628	XP_016908614.1	XP_006608995.1	XP_003698418.1	XP_043786633.1	XP_392671.2	XP_003399816.1
OG0007629	XP_061941014.1	XP_006624182.1	XP_086765235.1	XP_043785617.1	XP_394046.1	XP_003400388.1
OG0007630	XP_016905622.1	XP_006623480.1	XP_012339959.1	XP_043799448.1	XP_395905.2	XP_012164668.1
OG0007631	XP_016921430.2	XP_006621083.1	XP_003697966.1	XP_043803429.1	XP_006570873.1	XP_012172870.1
OG0007632	XP_061934172.1	XP_006615307.1	XP_086773582.1	XP_043799746.1	XP_394718.3	XP_003397384.1
OG0007633	XP_061943046.1	XP_006616103.1	XP_086767992.1	XP_043794503.1	XP_006571706.1	XP_048260397.1
OG0007634	XP_061935291.1	XP_006607911.1	XP_031774140.1	XP_043789350.1	XP_016769616.2	XP_012166798.1
OG0007635	XP_016912980.1	XP_031364861.1	XP_003692322.1	XP_043784325.1	XP_006561341.1	XP_003402313.2
OG0007636	XP_061927454.1	XP_006620033.1	XP_086762790.1	XP_043800697.1	XP_394292.3	XP_003393925.1
OG0007637	XP_016911553.1	XP_006620752.1	XP_012339746.2	XP_043791951.1	XP_026301296.1	XP_003401292.1
OG0007638	XP_061934046.1	XP_006609541.1	XP_012350058.1	XP_043789334.1	XP_001123187.2	XP_048260735.1
OG0007639	XP_016906703.1	XP_006623940.1	XP_003696757.1	XP_043792649.1	XP_003250684.1	XP_003395588.1
OG0007640	XP_016906588.1	XP_006619789.1	XP_012349440.2	XP_043785071.1	XP_006559886.1	XP_003397230.1
OG0007641	XP_061927002.1	XP_031368787.1	XP_031770805.1	XP_043802987.1	XP_006564785.1	XP_012175766.1
OG0007642	XP_016921068.1	XP_006615957.1	XP_003689611.2	XP_043788083.1	XP_001121600.2	XP_012163072.1
OG0007643	XP_028523861.1	XP_006616729.1	XP_086764953.1	XP_043785458.1	XP_006563110.2	XP_003400696.1
OG0007644	XP_016912533.1	XP_006615499.1	XP_086768947.1	XP_043784877.1	XP_006568657.1	XP_003402586.1
OG0007645	XP_016915217.1	XP_006617267.1	XP_003692433.1	XP_043800445.1	XP_623769.1	XP_048262634.1
OG0007646	XP_016919394.2	XP_006617068.1	XP_012345472.2	XP_043788672.1	XP_006563505.1	XP_003401085.1
OG0007647	XP_061942203.1	XP_031364062.1	XP_031773325.2	XP_043789195.1	XP_006563221.1	XP_048266935.1
OG0007648	XP_016919305.1	XP_006612390.1	XP_012340722.1	XP_043791240.1	XP_006569713.1	XP_012173935.1
OG0007649	XP_016911764.1	XP_006615479.1	XP_012341779.1	XP_043784789.1	XP_006568640.1	XP_012165204.1
OG0007650	XP_016910344.1	XP_006623739.2	XP_086770947.1	XP_043792076.1	XP_026297973.1	XP_012166533.1
OG0007651	XP_016911451.1	XP_006615497.1	XP_012341664.3	XP_043784797.1	XP_016773319.1	XP_012165223.1
OG0007652	XP_016914934.1	XP_006621295.1	XP_003697336.1	XP_043787239.1	XP_395252.2	XP_012168221.1
OG0007653	XP_016917003.1	XP_006611839.1	XP_086759922.1	XP_043802307.1	XP_006567190.1	XP_003402479.1
OG0007654	XP_016919127.1	XP_006612908.1	XP_086767923.1	XP_043794542.1	XP_006571383.1	XP_012176532.1
OG0007655	XP_016906343.1	XP_006614833.1	XP_003693841.2	XP_043800404.1	XP_623445.3	XP_012164796.1
OG0007656	XP_028520124.2	XP_006613287.1	XP_012350073.2	XP_043793659.1	XP_393422.3	XP_003396852.1
OG0007657	XP_016909842.1	XP_031367003.1	XP_086774051.1	XP_043789136.1	XP_006563447.1	XP_048268921.1
OG0007658	XP_061940383.1	XP_006613018.1	XP_086764855.1	XP_043785215.1	XP_006562359.1	XP_020721498.1
OG0007659	XP_016906825.1	XP_006621892.1	XP_012345978.2	XP_043792660.1	XP_006567971.1	XP_003395610.1
OG0007660	XP_061934397.1	XP_006607565.1	XP_086762008.1	XP_043796888.1	XP_006563834.1	XP_012174960.1
OG0007661	XP_028525154.1	XP_031368041.1	XP_012343454.1	XP_043801113.1	XP_026300796.1	XP_012171775.1
OG0007662	XP_061933834.1	XP_006623726.1	XP_003698274.1	XP_043792072.1	XP_625147.3	XP_003402687.1
OG0007663	XP_016909308.1	XP_006621645.1	XP_003691911.1	XP_043798416.1	XP_006566799.1	XP_003399103.1
OG0007664	XP_061930856.1	XP_006616630.1	XP_003696761.1	XP_043792431.1	XP_392366.2	XP_003395584.1
OG0007665	XP_016904561.1	XP_006616976.1	XP_003694927.1	XP_043799227.1	XP_624179.3	XP_012164416.1
OG0007666	XP_016917473.2	XP_006614220.1	XP_086764324.1	XP_043801053.1	XP_003251347.2	XP_003394151.2
OG0007667	XP_061938232.1	XP_031368203.1	XP_012339532.3	XP_043798360.1	XP_026299429.1	XP_012169218.1
OG0007668	XP_016921149.1	XP_006615941.1	XP_003689615.3	XP_043788146.1	XP_395873.4	XP_012169521.1
OG0007669	XP_016908622.1	XP_006621059.1	XP_086771077.1	XP_043791804.1	XP_003249075.1	XP_003401940.2
OG0007670	XP_016915185.1	XP_006617262.1	XP_003692518.1	XP_043799785.1	XP_003251601.2	XP_012174712.1
OG0007671	XP_016905580.1	XP_031364653.1	XP_086759532.1	XP_043801357.1	NP_001167616.1	XP_020718419.1
OG0007672	XP_016915844.1	XP_006616021.1	XP_012348139.1	XP_043788058.1	XP_006560654.1	XP_003395060.1
OG0007673	XP_016908190.2	XP_031366148.1	XP_003691494.3	XP_043799644.1	XP_026298285.1	XP_003397320.2
OG0007674	XP_016921773.1	XP_006624040.2	XP_086771620.1	XP_043798060.1	XP_026299276.1	XP_020720805.1
OG0007675	XP_061934514.1	XP_031368123.1	XP_086762079.1	XP_043797148.1	XP_016769032.1	XP_048269446.1
OG0007676	XP_016919771.1	XP_006613238.1	XP_012347376.1	XP_043788615.1	XP_006568157.1	XP_003398706.1
OG0007677	XP_016917486.1	XP_006622971.1	XP_003697934.1	XP_043803544.1	XP_624643.2	XP_003393076.1
OG0007678	XP_061939526.1	XP_006625236.1	XP_086768491.1	XP_043797806.1	XP_006557863.1	XP_003400178.1
OG0007679	XP_016915489.1	XP_006621983.1	XP_003695438.2	XP_043797360.1	XP_026298027.1	XP_003402001.1
OG0007680	XP_016904870.1	XP_006612592.1	XP_003693589.1	XP_043796166.1	XP_624816.1	XP_003396389.1
OG0007681	XP_016915436.2	XP_006612780.1	XP_086765211.1	XP_043785995.1	XP_006565760.1	XP_048268176.1
OG0007682	XP_016906388.1	XP_006617422.1	XP_003697600.1	XP_043791821.1	XP_016769416.1	XP_003397703.2
OG0007683	XP_016908706.1	XP_006616228.1	XP_003690088.1	XP_043801110.1	XP_391996.4	XP_003400807.1
OG0007684	XP_016913841.2	XP_006609576.1	XP_086770347.1	XP_043794910.1	XP_016771279.2	XP_048267546.1
OG0007685	XP_061931740.1	XP_006617292.1	XP_086771988.1	XP_043802802.1	XP_006557289.1	XP_048261656.1
OG0007686	XP_016906119.1	XP_006611851.1	XP_003689974.1	XP_043801827.1	XP_624998.3	XP_003402400.1
OG0007687	XP_016918130.2	XP_006621025.1	XP_003696174.1	XP_043793957.1	XP_006558378.1	XP_012172468.2
OG0007688	XP_016913833.2	XP_031367454.1	XP_086770424.1	XP_043791562.1	XP_026300539.1	XP_012171016.2
OG0007689	XP_016918322.1	XP_006607605.1	XP_003694148.4	XP_043797008.1	XP_396906.3	XP_020722966.1
OG0007690	XP_016913141.1	XP_006612003.1	XP_003695229.1	XP_043804016.1	XP_001122523.1	XP_003399931.1
OG0007691	XP_016911085.1	XP_006623353.1	XP_003693768.2	XP_043784477.1	XP_393351.4	XP_012165120.1
OG0007692	XP_028520068.1	XP_031366106.1	XP_012350263.2	XP_043795540.1	XP_026297746.1	XP_048263596.1
OG0007693	XP_061934175.1	XP_006615321.1	XP_012338806.2	XP_043799631.1	XP_006561512.1	XP_048264126.1
OG0007694	XP_016909921.2	XP_006609862.1	XP_031772743.2	XP_043797281.1	XP_006564680.2	XP_012173239.2
OG0007695	XP_016913973.1	XP_006612040.1	XP_003695271.1	XP_043804098.1	XP_624019.1	XP_003399716.1
OG0007696	XP_061934026.1	XP_006607301.1	XP_003692624.1	XP_043786164.1	XP_392556.3	XP_048269530.1
OG0007697	XP_016909553.1	XP_006610885.1	XP_003697380.1	XP_043804293.1	XP_391935.5	XP_012170202.2
OG0007698	XP_028525306.2	XP_006615958.1	XP_012350386.3	XP_043788076.1	XP_026296195.1	XP_003394750.2
OG0007699	XP_061941473.1	XP_006609175.1	XP_003695947.1	XP_043790589.1	XP_016772117.1	XP_012172782.1
OG0007700	XP_016920218.2	XP_031364756.1	XP_031774605.2	XP_043802570.1	XP_026295088.1	XP_012173604.2
OG0007701	XP_016906972.1	XP_006609976.1	XP_012339088.2	XP_043784086.1	XP_624175.3	XP_012168183.1
OG0007702	XP_016916244.2	XP_006611300.1	XP_012350753.2	XP_043786585.1	XP_026301681.1	XP_012169864.2
OG0007703	XP_016919359.2	XP_006617453.1	XP_003690021.2	XP_043801883.1	XP_006567237.1	XP_003395274.1
OG0007704	XP_061930517.1	XP_031364472.1	XP_086759793.1	XP_043801711.1	XP_006569353.1	XP_003402426.2
OG0007705	XP_016912204.1	XP_006618161.2	XP_012346157.2	XP_043792467.1	XP_006567671.1	XP_012173969.1
OG0007706	XP_061927694.1	XP_031367577.1	XP_086763049.1	XP_043796791.1	XP_026294641.1	XP_048270485.1
OG0007707	XP_016918350.1	XP_006607578.1	XP_086762014.1	XP_043797342.1	XP_003250340.3	XP_048269309.1
OG0007708	XP_061930828.1	XP_031366687.1	XP_086760991.1	XP_043792934.1	XP_026296438.1	XP_048261959.1
OG0007709	XP_016916988.2	XP_006611776.1	XP_003691472.2	XP_043802287.1	XP_016767283.1	XP_012163368.1
OG0007710	XP_016921211.1	XP_006607302.1	XP_003692629.1	XP_043786191.1	XP_006559585.1	XP_012175140.1
OG0007711	XP_016913175.1	XP_006618342.1	XP_003695328.1	XP_043794663.1	XP_624054.3	XP_012166668.1
OG0007712	XP_061934166.1	XP_006615296.1	XP_012338929.1	XP_043799718.1	XP_026297968.1	XP_012166278.1
OG0007713	XP_016912983.1	XP_006612653.1	XP_012339992.1	XP_043784352.1	XP_006561344.1	XP_003402314.1
OG0007714	XP_016915517.1	XP_006608668.1	XP_003693402.3	XP_043796679.1	XP_026298160.1	XP_012173154.1
OG0007715	XP_061926874.1	XP_031370229.1	XP_086767948.1	XP_043794154.1	XP_006571404.1	XP_048261460.1
OG0007716	XP_016909325.2	XP_006621735.1	XP_086761646.1	XP_043798425.1	XP_396705.4	XP_003399074.1
OG0007717	XP_016905476.1	XP_006621328.1	XP_003689714.1	XP_043793569.1	XP_026297098.1	XP_003402732.1
OG0007718	XP_016910947.1	XP_006611612.1	XP_003698650.3	XP_043795358.1	XP_392295.3	XP_003394325.1
OG0007719	XP_016908670.1	XP_006624558.1	XP_012342909.1	XP_043793883.1	XP_006559330.1	XP_003401448.1
OG0007720	XP_016907902.1	XP_006613043.1	XP_012347747.1	XP_043795147.1	XP_006561658.1	XP_012167124.1
OG0007721	XP_061931859.1	XP_006616877.1	XP_086771998.1	XP_043793614.1	XP_026297288.1	XP_003403296.3
OG0007722	XP_016917518.1	XP_006608244.1	XP_003692186.2	XP_043788658.1	XP_006563595.1	XP_003401036.2
OG0007723	XP_061943452.1	XP_006615554.1	XP_012341753.2	XP_043784761.1	XP_026295919.1	XP_012165054.1
OG0007724	XP_061932265.1	XP_006613805.1	XP_003693894.1	XP_043800982.1	XP_026297019.1	XP_003396134.1
OG0007725	XP_061928741.1	XP_031367243.1	XP_086765709.1	XP_043788035.1	XP_001121746.2	XP_003394564.2
OG0007726	XP_061933881.1	XP_006617651.1	XP_012344289.2	XP_043786383.1	XP_026298167.1	XP_012166555.2
OG0007727	XP_016916091.2	XP_031370595.1	XP_086772276.1	XP_043786694.1	XP_006557849.1	XP_003399622.1
OG0007728	XP_061934763.1	XP_006610375.1	XP_003693346.3	XP_043796981.1	XP_026298265.1	XP_003401816.1
OG0007729	XP_016916371.1	XP_006622811.1	XP_086763942.1	XP_043797868.1	XP_006557761.1	XP_003399989.1
OG0007730	XP_016913529.2	XP_006624958.2	XP_086760362.1	XP_043792953.1	XP_006570251.1	XP_003399757.2
OG0007731	XP_016912532.2	XP_031370918.1	XP_086758814.1	XP_043790894.1	XP_026301305.1	XP_003401363.2
OG0007732	XP_016921156.1	XP_006615969.1	XP_012348326.1	XP_043788152.1	XP_006560665.1	XP_020718486.1
OG0007733	XP_061939552.1	XP_031370327.1	XP_086764028.1	XP_043791629.1	XP_006558516.1	XP_003400326.2
OG0007734	XP_016904536.1	XP_006612789.1	XP_012346797.1	XP_043800856.1	XP_003251836.1	XP_012168484.1
OG0007735	XP_028524156.1	XP_031366489.1	XP_012339070.1	XP_043784215.1	XP_026298908.1	XP_012168199.1
OG0007736	XP_061938736.1	XP_031371271.1	XP_086767047.1	XP_043793890.1	XP_006557659.1	XP_048268761.1
OG0007737	XP_016919962.1	XP_031366655.1	XP_003695130.2	XP_043791479.1	XP_391949.4	XP_003400188.1
OG0007738	XP_028522480.1	XP_031368317.1	XP_031775660.2	XP_043795428.1	XP_016770574.1	XP_003398951.1
OG0007739	XP_061939018.1	XP_031364545.1	XP_086763702.1	XP_043804106.1	XP_026300236.1	XP_012170254.2
OG0007740	XP_016914125.1	XP_006615641.1	XP_086763818.1	XP_043803975.1	XP_001120703.1	XP_048266872.1
OG0007741	XP_061929325.1	XP_006622028.1	XP_012349197.1	XP_043795281.1	XP_006557300.1	XP_048260437.1
OG0007742	XP_016905031.1	XP_031367944.1	XP_031771864.2	XP_043800529.1	XP_006564338.1	XP_012168473.1
OG0007743	XP_016919212.2	XP_006621950.1	XP_003690026.1	XP_043802351.1	XP_003250988.1	XP_003402489.1
OG0007744	XP_028524106.1	XP_006618388.1	XP_012343590.1	XP_043785625.1	XP_006564883.1	XP_003400623.1
OG0007745	XP_016919914.1	XP_006616480.1	XP_012343927.2	XP_043791499.1	XP_393336.2	XP_012170950.1
OG0007746	XP_016916874.2	XP_006609123.1	XP_012344933.2	XP_043790839.1	XP_006559103.2	XP_012172732.2
OG0007747	XP_016918874.1	XP_006624110.1	XP_012344642.1	XP_043794479.1	XP_006571388.1	XP_003393008.2
OG0007748	XP_061939827.1	XP_006609704.1	XP_086770532.1	XP_043794751.1	XP_006560423.2	XP_048267567.1
OG0007749	XP_016908404.1	XP_006624686.1	XP_012347821.1	XP_043795844.1	XP_006566028.2	XP_012171822.1
OG0007750	XP_016920943.1	XP_006621279.1	XP_003696508.1	XP_043792809.1	XP_397030.3	XP_003394645.1
OG0007751	XP_016919088.1	XP_006616108.1	XP_003695468.1	XP_043794100.1	XP_392172.1	XP_012165063.1
OG0007752	XP_016913000.2	XP_006612702.1	XP_012340030.2	XP_043784369.1	XP_006561302.1	XP_020718971.2
OG0007753	XP_061937117.1	XP_031370638.1	XP_086764868.1	XP_043784677.1	XP_006557488.1	XP_048263614.1
OG0007754	XP_061931671.1	XP_006624804.1	XP_003689835.4	XP_043802731.1	XP_026296469.1	XP_003395320.1
OG0007755	XP_016911380.2	XP_006609775.1	XP_003698590.2	XP_043788505.1	XP_016766735.2	XP_012176331.2
OG0007756	XP_016907728.1	XP_031363870.1	XP_031776289.2	XP_043786075.1	NP_001239359.1	XP_003399212.2
OG0007757	XP_016905758.1	XP_006610311.1	XP_086764227.1	XP_043797618.1	XP_006558866.1	XP_020719946.1
OG0007758	XP_016907932.1	XP_006614400.1	XP_031771078.1	XP_043799109.1	XP_026299644.1	XP_048266440.1
OG0007759	XP_016904670.1	XP_006612120.1	XP_003695678.1	XP_043795625.1	XP_393642.5	XP_012168095.2
OG0007760	XP_016905635.1	XP_006624420.1	XP_003692281.3	XP_043799446.1	XP_395353.1	XP_003402305.3
